Identifier,BPA-1ug/L-B
ENSDARG00000069459,0
ENSDARG00000105638,0
ENSDARG00000081182,0
ENSDARG00000081987,0
ENSDARG00000015161,1
ENSDARG00000031796,7
ENSDARG00000105522,2
ENSDARG00000036473,0
ENSDARG00000106803,0
ENSDARG00000086222,14
ENSDARG00000105615,0
ENSDARG00000076402,0
ENSDARG00000105529,3
ENSDARG00000056803,0
ENSDARG00000056795,1
ENSDARG00000039211,3
ENSDARG00000056781,6
ENSDARG00000078891,0
ENSDARG00000079712,1
ENSDARG00000016363,0
ENSDARG00000077644,0
ENSDARG00000056762,5
ENSDARG00000105644,0
ENSDARG00000077314,0
ENSDARG00000040265,0
ENSDARG00000040266,0
ENSDARG00000092115,0
ENSDARG00000081103,0
ENSDARG00000056741,2
ENSDARG00000090975,0
ENSDARG00000069433,0
ENSDARG00000091614,0
ENSDARG00000069432,3
ENSDARG00000102710,1
ENSDARG00000036305,0
ENSDARG00000069425,6
ENSDARG00000069430,0
ENSDARG00000112250,0
ENSDARG00000019098,6
ENSDARG00000105659,0
ENSDARG00000056656,0
ENSDARG00000103000,0
ENSDARG00000056648,0
ENSDARG00000088332,1
ENSDARG00000009346,0
ENSDARG00000036299,2
ENSDARG00000036298,116
ENSDARG00000080351,0
ENSDARG00000062220,0
ENSDARG00000015536,3
ENSDARG00000056587,0
ENSDARG00000056590,0
ENSDARG00000062190,1
ENSDARG00000105566,0
ENSDARG00000056557,7
ENSDARG00000113292,0
ENSDARG00000036252,1
ENSDARG00000062165,2
ENSDARG00000081194,0
ENSDARG00000105549,1
ENSDARG00000104535,0
ENSDARG00000034504,3
ENSDARG00000113162,0
ENSDARG00000112906,0
ENSDARG00000054318,0
ENSDARG00000054324,2
ENSDARG00000054332,0
ENSDARG00000107418,0
ENSDARG00000037363,3
ENSDARG00000025693,2
ENSDARG00000037362,0
ENSDARG00000113398,0
ENSDARG00000010596,0
ENSDARG00000054423,1
ENSDARG00000105643,0
ENSDARG00000027222,0
ENSDARG00000003872,1
ENSDARG00000073731,0
ENSDARG00000103445,0
ENSDARG00000100433,0
ENSDARG00000012030,0
ENSDARG00000061149,1
ENSDARG00000054264,0
ENSDARG00000036055,0
ENSDARG00000061145,0
ENSDARG00000095007,1
ENSDARG00000036056,1
ENSDARG00000078055,1
ENSDARG00000036061,1
ENSDARG00000054222,1
ENSDARG00000036057,0
ENSDARG00000036058,4
ENSDARG00000102051,22
ENSDARG00000036059,0
ENSDARG00000112189,0
ENSDARG00000036060,0
ENSDARG00000054196,0
ENSDARG00000005612,0
ENSDARG00000077901,0
ENSDARG00000061096,1
ENSDARG00000088167,0
ENSDARG00000105554,0
ENSDARG00000068628,3
ENSDARG00000011259,0
ENSDARG00000081512,0
ENSDARG00000053685,5
ENSDARG00000053650,0
ENSDARG00000103873,0
ENSDARG00000053630,0
ENSDARG00000053625,4
ENSDARG00000001910,2
ENSDARG00000074465,1
ENSDARG00000017901,1
ENSDARG00000111640,0
ENSDARG00000033683,548
ENSDARG00000053505,1
ENSDARG00000053499,0
ENSDARG00000053568,0
ENSDARG00000053559,2
ENSDARG00000077167,1
ENSDARG00000105630,0
ENSDARG00000079622,1
ENSDARG00000028816,0
ENSDARG00000008491,3
ENSDARG00000103488,1
ENSDARG00000083498,0
ENSDARG00000053554,0
ENSDARG00000005549,2
ENSDARG00000076104,1
ENSDARG00000028815,0
ENSDARG00000074340,15
ENSDARG00000074968,0
ENSDARG00000053493,2
ENSDARG00000053480,1
ENSDARG00000053476,0
ENSDARG00000053468,4
ENSDARG00000106756,0
ENSDARG00000106074,0
ENSDARG00000017431,0
ENSDARG00000052728,7
ENSDARG00000078802,3
ENSDARG00000036180,0
ENSDARG00000036179,0
ENSDARG00000010601,0
ENSDARG00000012495,3
ENSDARG00000045428,1
ENSDARG00000060639,5
ENSDARG00000053405,1
ENSDARG00000105548,1
ENSDARG00000039477,0
ENSDARG00000077506,6
ENSDARG00000053380,0
ENSDARG00000109937,0
ENSDARG00000074490,0
ENSDARG00000060586,3
ENSDARG00000079336,1
ENSDARG00000053370,4
ENSDARG00000053362,0
ENSDARG00000105623,0
ENSDARG00000107179,0
ENSDARG00000075158,1
ENSDARG00000076919,3
ENSDARG00000068868,2
ENSDARG00000036164,2
ENSDARG00000011615,3
ENSDARG00000027322,3
ENSDARG00000018817,1
ENSDARG00000008022,0
ENSDARG00000089236,0
ENSDARG00000105600,0
ENSDARG00000098894,0
ENSDARG00000060542,1
ENSDARG00000105604,0
ENSDARG00000105670,1
ENSDARG00000078650,0
ENSDARG00000010841,0
ENSDARG00000001210,1
ENSDARG00000000423,0
ENSDARG00000000767,0
ENSDARG00000107704,0
ENSDARG00000000442,1
ENSDARG00000027394,4
ENSDARG00000036152,0
ENSDARG00000041150,8
ENSDARG00000036147,2
ENSDARG00000036144,6
ENSDARG00000079324,1
ENSDARG00000079438,1
ENSDARG00000036080,32
ENSDARG00000051852,2
ENSDARG00000036082,0
ENSDARG00000060169,1
ENSDARG00000054054,0
ENSDARG00000105598,0
ENSDARG00000093796,0
ENSDARG00000036084,0
ENSDARG00000105568,0
ENSDARG00000105655,0
ENSDARG00000105621,1
ENSDARG00000095082,2
ENSDARG00000036086,1
ENSDARG00000079440,1
ENSDARG00000006487,19
ENSDARG00000068981,0
ENSDARG00000115660,0
ENSDARG00000052688,1
ENSDARG00000105627,0
ENSDARG00000069006,1
ENSDARG00000060238,4
ENSDARG00000083326,0
ENSDARG00000069028,0
ENSDARG00000036094,1
ENSDARG00000069030,1
ENSDARG00000011851,0
ENSDARG00000113240,0
ENSDARG00000036096,3
ENSDARG00000053209,1
ENSDARG00000036140,156
ENSDARG00000036139,3
ENSDARG00000036136,0
ENSDARG00000053200,0
ENSDARG00000105641,2
ENSDARG00000087196,2
ENSDARG00000111781,0
ENSDARG00000036135,1
ENSDARG00000003495,0
ENSDARG00000098439,0
ENSDARG00000105574,0
ENSDARG00000077910,0
ENSDARG00000077584,0
ENSDARG00000075800,1
ENSDARG00000010586,0
ENSDARG00000077237,2
ENSDARG00000051768,2
ENSDARG00000078560,0
ENSDARG00000075964,4
ENSDARG00000103520,0
ENSDARG00000053124,0
ENSDARG00000018814,0
ENSDARG00000076297,1
ENSDARG00000098558,0
ENSDARG00000060411,0
ENSDARG00000082567,0
ENSDARG00000079165,1
ENSDARG00000039730,141
ENSDARG00000093844,83
ENSDARG00000090428,129
ENSDARG00000069089,0
ENSDARG00000069090,7
ENSDARG00000001975,4
ENSDARG00000077546,1
ENSDARG00000030463,0
ENSDARG00000105578,0
ENSDARG00000079216,1
ENSDARG00000014378,0
ENSDARG00000016141,0
ENSDARG00000053010,0
ENSDARG00000017676,2
ENSDARG00000104955,0
ENSDARG00000034420,0
ENSDARG00000101818,0
ENSDARG00000117509,0
ENSDARG00000105586,0
ENSDARG00000034043,4
ENSDARG00000101076,2
ENSDARG00000109891,0
ENSDARG00000044216,0
ENSDARG00000026862,3
ENSDARG00000074498,5
ENSDARG00000103315,2
ENSDARG00000105662,0
ENSDARG00000105534,0
ENSDARG00000105517,0
ENSDARG00000103048,0
ENSDARG00000099134,0
ENSDARG00000073957,1
ENSDARG00000105542,0
ENSDARG00000074319,4
ENSDARG00000105620,0
ENSDARG00000060058,1
ENSDARG00000010756,1
ENSDARG00000020053,1
ENSDARG00000111411,0
ENSDARG00000008380,6
ENSDARG00000060070,3
ENSDARG00000105555,0
ENSDARG00000060071,1
ENSDARG00000036076,0
ENSDARG00000105651,0
ENSDARG00000036074,2
ENSDARG00000036073,3
ENSDARG00000105576,0
ENSDARG00000105580,0
ENSDARG00000013050,1
ENSDARG00000099047,0
ENSDARG00000105543,0
ENSDARG00000036066,0
ENSDARG00000036064,1
ENSDARG00000033418,1
ENSDARG00000008485,0
ENSDARG00000008100,2
ENSDARG00000098940,0
ENSDARG00000014577,2
ENSDARG00000102579,0
ENSDARG00000005092,0
ENSDARG00000060092,1
ENSDARG00000005894,0
ENSDARG00000077537,0
ENSDARG00000005315,0
ENSDARG00000105525,0
ENSDARG00000105526,0
ENSDARG00000013860,2
ENSDARG00000015385,22
ENSDARG00000024299,3
ENSDARG00000052578,57
ENSDARG00000024503,2
ENSDARG00000105652,0
ENSDARG00000105608,0
ENSDARG00000010423,2
ENSDARG00000069216,0
ENSDARG00000019732,3
ENSDARG00000110872,0
ENSDARG00000007141,0
ENSDARG00000004447,0
ENSDARG00000012306,1
ENSDARG00000098951,0
ENSDARG00000090615,1
ENSDARG00000029242,0
ENSDARG00000036043,0
ENSDARG00000036041,5
ENSDARG00000099388,0
ENSDARG00000024324,5
ENSDARG00000104129,0
ENSDARG00000036040,4
ENSDARG00000036038,1
ENSDARG00000017474,1
ENSDARG00000006878,2
ENSDARG00000015793,1
ENSDARG00000014439,1
ENSDARG00000105540,0
ENSDARG00000085332,0
ENSDARG00000036036,15
ENSDARG00000069254,0
ENSDARG00000085613,0
ENSDARG00000008322,1
ENSDARG00000007244,0
ENSDARG00000105584,0
ENSDARG00000029995,38
ENSDARG00000035958,5
ENSDARG00000099385,1
ENSDARG00000101872,0
ENSDARG00000068457,247
ENSDARG00000068460,0
ENSDARG00000052271,1
ENSDARG00000033042,0
ENSDARG00000074866,5
ENSDARG00000052244,3
ENSDARG00000003520,2
ENSDARG00000105263,0
ENSDARG00000098818,0
ENSDARG00000035963,0
ENSDARG00000003769,0
ENSDARG00000010021,0
ENSDARG00000077465,0
ENSDARG00000059871,1
ENSDARG00000036489,3
ENSDARG00000036493,0
ENSDARG00000102101,0
ENSDARG00000076934,0
ENSDARG00000078964,1
ENSDARG00000060023,0
ENSDARG00000035970,5
ENSDARG00000080551,0
ENSDARG00000020953,1
ENSDARG00000035978,1
ENSDARG00000035984,2
ENSDARG00000060027,1
ENSDARG00000024092,0
ENSDARG00000060035,0
ENSDARG00000105553,0
ENSDARG00000081069,0
ENSDARG00000068567,0
ENSDARG00000068562,2
ENSDARG00000105520,0
ENSDARG00000102807,0
ENSDARG00000026599,0
ENSDARG00000010658,2
ENSDARG00000068557,0
ENSDARG00000105715,0
ENSDARG00000001241,3
ENSDARG00000000861,1
ENSDARG00000105823,0
ENSDARG00000031693,0
ENSDARG00000105528,1
ENSDARG00000009466,2
ENSDARG00000016964,0
ENSDARG00000078077,0
ENSDARG00000005821,0
ENSDARG00000017242,0
ENSDARG00000075083,2
ENSDARG00000105779,0
ENSDARG00000052331,0
ENSDARG00000059961,0
ENSDARG00000019969,1
ENSDARG00000105738,0
ENSDARG00000105669,5
ENSDARG00000109246,0
ENSDARG00000059950,0
ENSDARG00000106045,0
ENSDARG00000090618,1
ENSDARG00000094709,3
ENSDARG00000035942,0
ENSDARG00000008224,1
ENSDARG00000081880,0
ENSDARG00000075682,0
ENSDARG00000076348,0
ENSDARG00000002506,7
ENSDARG00000012199,0
ENSDARG00000104066,8
ENSDARG00000112100,0
ENSDARG00000075584,0
ENSDARG00000112817,0
ENSDARG00000078284,0
ENSDARG00000106853,0
ENSDARG00000109416,0
ENSDARG00000098462,1
ENSDARG00000103668,0
ENSDARG00000001999,0
ENSDARG00000117470,0
ENSDARG00000112233,0
ENSDARG00000110531,0
ENSDARG00000115354,0
ENSDARG00000099710,3
ENSDARG00000098435,2
ENSDARG00000112186,0
ENSDARG00000101658,0
ENSDARG00000101166,0
ENSDARG00000098318,0
ENSDARG00000113357,0
ENSDARG00000099831,0
ENSDARG00000021442,8
ENSDARG00000095158,0
ENSDARG00000101737,0
ENSDARG00000112707,0
ENSDARG00000104515,0
ENSDARG00000075549,1
ENSDARG00000087413,2
ENSDARG00000088428,0
ENSDARG00000046127,0
ENSDARG00000102431,0
ENSDARG00000008811,0
ENSDARG00000099557,0
ENSDARG00000052020,0
ENSDARG00000116202,0
ENSDARG00000101219,0
ENSDARG00000035924,1
ENSDARG00000101493,0
ENSDARG00000068432,10
ENSDARG00000102706,0
ENSDARG00000011301,1
ENSDARG00000045139,0
ENSDARG00000077570,0
ENSDARG00000098131,0
ENSDARG00000117055,0
ENSDARG00000052011,0
ENSDARG00000052010,1
ENSDARG00000098810,2
ENSDARG00000007745,12
ENSDARG00000102446,0
ENSDARG00000108079,0
ENSDARG00000102068,1
ENSDARG00000102488,0
ENSDARG00000117279,0
ENSDARG00000101472,1
ENSDARG00000102435,0
ENSDARG00000104856,0
ENSDARG00000102929,1
ENSDARG00000105232,0
ENSDARG00000102572,7
ENSDARG00000100912,0
ENSDARG00000098622,0
ENSDARG00000099001,0
ENSDARG00000106596,0
ENSDARG00000103648,2
ENSDARG00000103361,3
ENSDARG00000099471,0
ENSDARG00000113567,0
ENSDARG00000113027,0
ENSDARG00000098842,0
ENSDARG00000099964,0
ENSDARG00000099065,0
ENSDARG00000052164,2
ENSDARG00000099159,0
ENSDARG00000079013,1
ENSDARG00000111309,0
ENSDARG00000102528,0
ENSDARG00000078088,0
ENSDARG00000108960,0
ENSDARG00000106518,0
ENSDARG00000087260,1
ENSDARG00000105764,0
ENSDARG00000008454,0
ENSDARG00000079578,3
ENSDARG00000098184,2
ENSDARG00000059815,3
ENSDARG00000035905,3
ENSDARG00000085315,0
ENSDARG00000035904,2
ENSDARG00000059812,0
ENSDARG00000035899,3
ENSDARG00000113587,0
ENSDARG00000059798,0
ENSDARG00000010878,1
ENSDARG00000059792,0
ENSDARG00000105788,3
ENSDARG00000028058,0
ENSDARG00000113155,0
ENSDARG00000035891,3
ENSDARG00000015349,6
ENSDARG00000059770,1
ENSDARG00000018643,0
ENSDARG00000117798,0
ENSDARG00000011088,2
ENSDARG00000076701,0
ENSDARG00000115139,0
ENSDARG00000103686,0
ENSDARG00000059751,0
ENSDARG00000077791,0
ENSDARG00000011897,0
ENSDARG00000005651,1
ENSDARG00000003193,0
ENSDARG00000009702,0
ENSDARG00000101628,2
ENSDARG00000035873,0
ENSDARG00000103184,0
ENSDARG00000052138,1
ENSDARG00000087863,1
ENSDARG00000003132,8
ENSDARG00000108036,0
ENSDARG00000016739,0
ENSDARG00000035872,0
ENSDARG00000108200,0
ENSDARG00000105809,0
ENSDARG00000083082,0
ENSDARG00000044812,1
ENSDARG00000005993,1
ENSDARG00000044813,0
ENSDARG00000020473,0
ENSDARG00000018241,3
ENSDARG00000059725,6
ENSDARG00000044815,1
ENSDARG00000052118,1
ENSDARG00000052114,0
ENSDARG00000078888,1
ENSDARG00000113260,0
ENSDARG00000104297,0
ENSDARG00000086452,0
ENSDARG00000105807,0
ENSDARG00000012499,5
ENSDARG00000052057,0
ENSDARG00000052059,0
ENSDARG00000105780,0
ENSDARG00000015780,3
ENSDARG00000052061,18
ENSDARG00000081415,0
ENSDARG00000052063,5
ENSDARG00000115024,0
ENSDARG00000018329,0
ENSDARG00000046013,0
ENSDARG00000074367,0
ENSDARG00000059672,1
ENSDARG00000104145,0
ENSDARG00000089066,2
ENSDARG00000116289,0
ENSDARG00000014690,264
ENSDARG00000077769,0
ENSDARG00000003021,2
ENSDARG00000105159,0
ENSDARG00000104654,0
ENSDARG00000037491,0
ENSDARG00000005840,7
ENSDARG00000113187,0
ENSDARG00000012002,0
ENSDARG00000105717,0
ENSDARG00000052074,2
ENSDARG00000105682,0
ENSDARG00000105771,0
ENSDARG00000006501,0
ENSDARG00000068283,0
ENSDARG00000092091,0
ENSDARG00000068290,1
ENSDARG00000091514,0
ENSDARG00000068291,2
ENSDARG00000005456,1
ENSDARG00000105703,0
ENSDARG00000068296,0
ENSDARG00000003553,0
ENSDARG00000087191,0
ENSDARG00000105688,0
ENSDARG00000075017,0
ENSDARG00000015805,1
ENSDARG00000004714,4
ENSDARG00000080040,0
ENSDARG00000098896,0
ENSDARG00000077013,0
ENSDARG00000005448,0
ENSDARG00000076143,1
ENSDARG00000115636,0
ENSDARG00000059601,10
ENSDARG00000079000,1
ENSDARG00000005374,0
ENSDARG00000082675,0
ENSDARG00000035853,0
ENSDARG00000035852,1
ENSDARG00000104600,0
ENSDARG00000102750,7
ENSDARG00000115190,0
ENSDARG00000100131,0
ENSDARG00000104332,0
ENSDARG00000104440,0
ENSDARG00000098074,1
ENSDARG00000104530,7
ENSDARG00000103736,3
ENSDARG00000100943,0
ENSDARG00000101702,0
ENSDARG00000102855,2
ENSDARG00000104011,102
ENSDARG00000104342,0
ENSDARG00000099339,1
ENSDARG00000103021,1
ENSDARG00000102335,0
ENSDARG00000099722,0
ENSDARG00000098264,0
ENSDARG00000101540,0
ENSDARG00000098634,0
ENSDARG00000105230,0
ENSDARG00000098663,0
ENSDARG00000104287,2
ENSDARG00000101637,9
ENSDARG00000104012,0
ENSDARG00000109812,0
ENSDARG00000100420,0
ENSDARG00000117533,1
ENSDARG00000110490,0
ENSDARG00000031243,0
ENSDARG00000035796,0
ENSDARG00000110603,0
ENSDARG00000089538,0
ENSDARG00000051851,0
ENSDARG00000076870,0
ENSDARG00000051854,0
ENSDARG00000003519,0
ENSDARG00000051853,1
ENSDARG00000111785,5
ENSDARG00000087996,0
ENSDARG00000079012,0
ENSDARG00000059503,0
ENSDARG00000112636,0
ENSDARG00000068191,0
ENSDARG00000068187,5
ENSDARG00000051886,12
ENSDARG00000078882,1
ENSDARG00000051888,1
ENSDARG00000051889,0
ENSDARG00000100098,0
ENSDARG00000051890,0
ENSDARG00000007769,0
ENSDARG00000068181,0
ENSDARG00000051892,0
ENSDARG00000073723,1
ENSDARG00000010250,5
ENSDARG00000059529,1
ENSDARG00000012818,1
ENSDARG00000059534,2
ENSDARG00000019595,0
ENSDARG00000076729,3
ENSDARG00000017010,0
ENSDARG00000038359,2
ENSDARG00000102478,0
ENSDARG00000085732,0
ENSDARG00000062111,0
ENSDARG00000115543,0
ENSDARG00000035820,0
ENSDARG00000035819,0
ENSDARG00000051915,2
ENSDARG00000117126,0
ENSDARG00000004713,1
ENSDARG00000077590,0
ENSDARG00000043010,2
ENSDARG00000043313,11
ENSDARG00000051920,2
ENSDARG00000037176,0
ENSDARG00000078703,1
ENSDARG00000030097,0
ENSDARG00000004051,0
ENSDARG00000117517,1
ENSDARG00000036045,0
ENSDARG00000017794,6
ENSDARG00000068156,3
ENSDARG00000051926,1
ENSDARG00000036044,588
ENSDARG00000083158,0
ENSDARG00000010332,0
ENSDARG00000101717,0
ENSDARG00000100591,0
ENSDARG00000101306,2
ENSDARG00000104228,0
ENSDARG00000110612,0
ENSDARG00000102100,0
ENSDARG00000109760,0
ENSDARG00000103744,4
ENSDARG00000100440,0
ENSDARG00000103718,4
ENSDARG00000102766,1
ENSDARG00000115243,0
ENSDARG00000101652,0
ENSDARG00000103500,0
ENSDARG00000104901,1
ENSDARG00000099116,1
ENSDARG00000099177,0
ENSDARG00000099485,0
ENSDARG00000100308,0
ENSDARG00000098605,0
ENSDARG00000111714,2
ENSDARG00000017315,1
ENSDARG00000029500,82
ENSDARG00000033957,0
ENSDARG00000112899,0
ENSDARG00000077645,0
ENSDARG00000117645,1
ENSDARG00000035544,5
ENSDARG00000111788,0
ENSDARG00000030307,0
ENSDARG00000007385,9
ENSDARG00000037145,0
ENSDARG00000068246,2
ENSDARG00000030161,2
ENSDARG00000051955,0
ENSDARG00000051939,3
ENSDARG00000078078,1
ENSDARG00000095380,0
ENSDARG00000087468,0
ENSDARG00000077162,1
ENSDARG00000105989,0
ENSDARG00000079584,1
ENSDARG00000018312,1
ENSDARG00000068256,0
ENSDARG00000059693,0
ENSDARG00000068258,0
ENSDARG00000092829,0
ENSDARG00000115578,0
ENSDARG00000038865,0
ENSDARG00000010925,0
ENSDARG00000077330,0
ENSDARG00000099586,0
ENSDARG00000077523,0
ENSDARG00000042728,1
ENSDARG00000112670,1
ENSDARG00000052091,1
ENSDARG00000052089,0
ENSDARG00000013842,2
ENSDARG00000001776,0
ENSDARG00000091392,0
ENSDARG00000107631,0
ENSDARG00000105197,0
ENSDARG00000109883,0
ENSDARG00000060610,3
ENSDARG00000094805,0
ENSDARG00000101994,0
ENSDARG00000100518,0
ENSDARG00000112538,0
ENSDARG00000110709,0
ENSDARG00000074782,0
ENSDARG00000078118,4
ENSDARG00000017006,0
ENSDARG00000080006,0
ENSDARG00000035751,18
ENSDARG00000082611,0
ENSDARG00000105344,0
ENSDARG00000103659,1
ENSDARG00000104256,4
ENSDARG00000098130,1
ENSDARG00000101280,0
ENSDARG00000103861,0
ENSDARG00000110756,0
ENSDARG00000102645,0
ENSDARG00000103591,0
ENSDARG00000075608,2
ENSDARG00000035629,0
ENSDARG00000097673,0
ENSDARG00000059483,5
ENSDARG00000112859,0
ENSDARG00000068085,0
ENSDARG00000100567,0
ENSDARG00000035732,0
ENSDARG00000020252,3
ENSDARG00000091961,0
ENSDARG00000108158,0
ENSDARG00000059438,1
ENSDARG00000097213,0
ENSDARG00000096874,0
ENSDARG00000020377,4
ENSDARG00000116825,0
ENSDARG00000009170,2
ENSDARG00000074602,1
ENSDARG00000075833,0
ENSDARG00000005800,0
ENSDARG00000015263,1
ENSDARG00000059460,0
ENSDARG00000115951,0
ENSDARG00000051819,0
ENSDARG00000012887,2
ENSDARG00000101214,1
ENSDARG00000088121,0
ENSDARG00000102417,2
ENSDARG00000102556,0
ENSDARG00000103799,5
ENSDARG00000105187,3
ENSDARG00000099380,143
ENSDARG00000104104,0
ENSDARG00000100318,0
ENSDARG00000102909,0
ENSDARG00000102584,0
ENSDARG00000103756,0
ENSDARG00000101787,0
ENSDARG00000099896,0
ENSDARG00000099774,0
ENSDARG00000102850,0
ENSDARG00000100013,3
ENSDARG00000101917,0
ENSDARG00000098937,0
ENSDARG00000117642,0
ENSDARG00000108250,0
ENSDARG00000114658,0
ENSDARG00000103057,17
ENSDARG00000104720,0
ENSDARG00000099909,0
ENSDARG00000101345,0
ENSDARG00000113074,1
ENSDARG00000097549,0
ENSDARG00000106401,0
ENSDARG00000117443,0
ENSDARG00000104742,0
ENSDARG00000110427,0
ENSDARG00000088595,0
ENSDARG00000103422,7
ENSDARG00000099654,0
ENSDARG00000090255,0
ENSDARG00000102394,4
ENSDARG00000106989,0
ENSDARG00000086977,0
ENSDARG00000067918,0
ENSDARG00000035781,0
ENSDARG00000052082,18
ENSDARG00000004874,0
ENSDARG00000110399,0
ENSDARG00000020212,0
ENSDARG00000073741,0
ENSDARG00000086033,1
ENSDARG00000105048,0
ENSDARG00000069473,0
ENSDARG00000078615,0
ENSDARG00000012311,2
ENSDARG00000099032,0
ENSDARG00000117361,3
ENSDARG00000099305,0
ENSDARG00000045946,0
ENSDARG00000088100,0
ENSDARG00000073673,0
ENSDARG00000031150,0
ENSDARG00000067829,0
ENSDARG00000108310,0
ENSDARG00000015392,2
ENSDARG00000070168,1
ENSDARG00000078829,0
ENSDARG00000087767,0
ENSDARG00000111069,0
ENSDARG00000033861,0
ENSDARG00000026376,2
ENSDARG00000101240,0
ENSDARG00000069135,0
ENSDARG00000077782,0
ENSDARG00000042894,3
ENSDARG00000004015,3
ENSDARG00000088999,1
ENSDARG00000104374,0
ENSDARG00000102178,0
ENSDARG00000104836,3
ENSDARG00000099766,16
ENSDARG00000103478,0
ENSDARG00000099045,2
ENSDARG00000116356,0
ENSDARG00000117122,0
ENSDARG00000116353,0
ENSDARG00000006300,0
ENSDARG00000017014,8
ENSDARG00000100041,1
ENSDARG00000041086,0
ENSDARG00000099616,0
ENSDARG00000076697,0
ENSDARG00000083050,0
ENSDARG00000099092,0
ENSDARG00000102247,0
ENSDARG00000104669,0
ENSDARG00000098486,1
ENSDARG00000099470,4
ENSDARG00000104914,0
ENSDARG00000109688,0
ENSDARG00000105490,1
ENSDARG00000098989,1
ENSDARG00000101079,2
ENSDARG00000003846,1
ENSDARG00000090326,0
ENSDARG00000117447,0
ENSDARG00000117413,0
ENSDARG00000099078,0
ENSDARG00000099109,1
ENSDARG00000090624,0
ENSDARG00000117518,0
ENSDARG00000080961,0
ENSDARG00000105714,2
ENSDARG00000105782,0
ENSDARG00000063158,1
ENSDARG00000105194,0
ENSDARG00000088625,0
ENSDARG00000035718,0
ENSDARG00000019294,1
ENSDARG00000078979,0
ENSDARG00000079738,2
ENSDARG00000101446,7
ENSDARG00000051809,4
ENSDARG00000090371,0
ENSDARG00000051804,0
ENSDARG00000068065,0
ENSDARG00000018105,6
ENSDARG00000104273,0
ENSDARG00000079771,1
ENSDARG00000099522,0
ENSDARG00000111501,0
ENSDARG00000104501,0
ENSDARG00000076766,0
ENSDARG00000075482,0
ENSDARG00000089517,0
ENSDARG00000079652,2
ENSDARG00000110909,0
ENSDARG00000115875,0
ENSDARG00000075538,0
ENSDARG00000114180,0
ENSDARG00000111619,0
ENSDARG00000112175,0
ENSDARG00000109926,0
ENSDARG00000098378,9
ENSDARG00000104220,0
ENSDARG00000110950,0
ENSDARG00000029204,0
ENSDARG00000104439,0
ENSDARG00000099396,0
ENSDARG00000102012,1
ENSDARG00000046022,4
ENSDARG00000081629,0
ENSDARG00000101239,1
ENSDARG00000101530,0
ENSDARG00000100198,0
ENSDARG00000104128,0
ENSDARG00000091326,0
ENSDARG00000046024,0
ENSDARG00000062794,0
ENSDARG00000103464,1
ENSDARG00000096240,0
ENSDARG00000102147,3
ENSDARG00000113045,0
ENSDARG00000110443,0
ENSDARG00000100813,0
ENSDARG00000035700,0
ENSDARG00000035699,2
ENSDARG00000098478,12
ENSDARG00000112958,0
ENSDARG00000030129,0
ENSDARG00000035697,1
ENSDARG00000089233,0
ENSDARG00000079790,0
ENSDARG00000078817,0
ENSDARG00000074638,0
ENSDARG00000059236,0
ENSDARG00000059234,2
ENSDARG00000095804,0
ENSDARG00000040116,0
ENSDARG00000059227,74
ENSDARG00000103398,0
ENSDARG00000091253,0
ENSDARG00000109681,0
ENSDARG00000058553,1
ENSDARG00000058558,0
ENSDARG00000058563,2
ENSDARG00000058567,1
ENSDARG00000058570,0
ENSDARG00000089837,0
ENSDARG00000021086,0
ENSDARG00000097367,0
ENSDARG00000021483,1
ENSDARG00000075299,0
ENSDARG00000042072,0
ENSDARG00000098625,0
ENSDARG00000091948,0
ENSDARG00000005500,4
ENSDARG00000041515,0
ENSDARG00000116796,0
ENSDARG00000114976,0
ENSDARG00000062823,0
ENSDARG00000021208,3
ENSDARG00000108541,0
ENSDARG00000108454,0
ENSDARG00000038518,6
ENSDARG00000058658,0
ENSDARG00000094322,0
ENSDARG00000080000,0
ENSDARG00000113594,0
ENSDARG00000091618,0
ENSDARG00000090607,0
ENSDARG00000076419,0
ENSDARG00000095437,0
ENSDARG00000062707,0
ENSDARG00000079123,2
ENSDARG00000003695,29
ENSDARG00000043550,0
ENSDARG00000003749,1
ENSDARG00000092379,0
ENSDARG00000058454,21
ENSDARG00000058451,367
ENSDARG00000038881,2
ENSDARG00000043554,2
ENSDARG00000092360,2
ENSDARG00000043559,2
ENSDARG00000074720,0
ENSDARG00000031495,7
ENSDARG00000076632,0
ENSDARG00000010572,0
ENSDARG00000062753,0
ENSDARG00000102566,1
ENSDARG00000101753,0
ENSDARG00000008983,0
ENSDARG00000097791,0
ENSDARG00000097686,0
ENSDARG00000106042,0
ENSDARG00000060081,0
ENSDARG00000031222,0
ENSDARG00000067524,0
ENSDARG00000058299,0
ENSDARG00000027699,0
ENSDARG00000086603,0
ENSDARG00000102426,0
ENSDARG00000102554,0
ENSDARG00000100247,0
ENSDARG00000020986,0
ENSDARG00000060766,0
ENSDARG00000058419,1
ENSDARG00000058425,2
ENSDARG00000093062,0
ENSDARG00000074761,0
ENSDARG00000088825,0
ENSDARG00000098201,1
ENSDARG00000093364,0
ENSDARG00000086345,0
ENSDARG00000084910,0
ENSDARG00000053424,0
