R-DRE-112303	Electric Transmission Across Gap Junctions	3	3	1	1	0	1	1	1	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-112307	Transmission across Electrical Synapses 	3	3	1	1	0	1	1	1	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2514856	The phototransduction cascade	20	20	1	0	0	1	1	1	1	0	0	9	20	4873	0.96384	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2514859	Inactivation, recovery and regulation of the phototransduction cascade	19	19	1	0	0	1	1	1	1	0	0	9	19	4874	0.96562	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	25	26	1	1	0	1	1	1	1	0	0	9	26	4867	0.95323	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6787639	GDP-fucose biosynthesis	5	5	1	1	1	1	1	1	1	1	1	8	4	4889	0.99997	0.00915	0.00915	20.0	553792	fpgt	ENSDARG00000042139		0.431302	0.431302	0.431302		0.431302		0.23429	0.23429	0.23429		0.23429		0.793979	0.793979	0.793979		0.7939790000000001		0.0	0.431302	0.0	0.431302	0.23429	0.23429	0.793979	0.793979	0.431302	0.23429	0.793979	0	1	0															1	553792	ENSDARG00000042139	0.431302	0.431302		0.23429	0.23429		0.793979	0.793979		0.431302	0.23429	0.793979	0						Linear,1(1)	1.697011113166809	1.697011113166809	1.697011113166809	1.697011113166809	0.0	1.697011113166809	0.431302	0.431302	0.23429	0.23429	0.793979	0.793979	DOWN	0.0	1.0	0.0	
R-DRE-202040	G-protein activation	19	19	1	0	0	1	1	0	1	0	0	9	19	4874	0.96562	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5693537	Resolution of D-Loop Structures	17	17	1	1	1	1	1	1	1	1	1	8	16	4877	0.9996	0.030807	0.030807	5.88	560212	top3a	ENSDARG00000052827		0.681507	0.681507	0.681507		0.681507		0.276456	0.276456	0.276456		0.276456		1.68002	1.68002	1.68002		1.68002		0.0	0.681507			0.276456		1.68002		0.681507	0.276456	1.68002	0	1	0															1	560212	ENSDARG00000052827	0.681507	0.681507		0.276456	0.276456		1.68002	1.68002		0.681507	0.276456	1.68002	0						Linear,1(1)	1.538857340812683	1.538857340812683	1.538857340812683	1.538857340812683	0.0	1.538857340812683	0.681507	0.681507	0.276456	0.276456	1.68002	1.68002	DOWN	0.0	1.0	0.0	
R-DRE-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	17	17	1	1	1	1	1	1	1	1	1	8	16	4877	0.9996	0.030807	0.030807	5.88	560212	top3a	ENSDARG00000052827		0.681507	0.681507	0.681507		0.681507		0.276456	0.276456	0.276456		0.276456		1.68002	1.68002	1.68002		1.68002		0.0	0.681507			0.276456		1.68002		0.681507	0.276456	1.68002	0	1	0															1	560212	ENSDARG00000052827	0.681507	0.681507		0.276456	0.276456		1.68002	1.68002		0.681507	0.276456	1.68002	0						Linear,1(1)	1.538857340812683	1.538857340812683	1.538857340812683	1.538857340812683	0.0	1.538857340812683	0.681507	0.681507	0.276456	0.276456	1.68002	1.68002	DOWN	0.0	1.0	0.0	
R-DRE-1296067	Potassium transport channels	2	2	1	1	0	1	1	1	1	0	0	9	2	4891	0.99633	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5693579	Homologous DNA Pairing and Strand Exchange	15	15	1	1	1	1	1	1	1	1	1	8	14	4879	0.99969	0.027227	0.027227	6.67	560212	top3a	ENSDARG00000052827		0.681507	0.681507	0.681507		0.681507		0.276456	0.276456	0.276456		0.276456		1.68002	1.68002	1.68002		1.68002		0.0	0.681507			0.276456		1.68002		0.681507	0.276456	1.68002	0	1	0															1	560212	ENSDARG00000052827	0.681507	0.681507		0.276456	0.276456		1.68002	1.68002		0.681507	0.276456	1.68002	0						Linear,1(1)	1.538857340812683	1.538857340812683	1.538857340812683	1.538857340812683	0.0	1.538857340812683	0.681507	0.681507	0.276456	0.276456	1.68002	1.68002	DOWN	0.0	1.0	0.0	
R-DRE-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	15	15	1	1	1	1	1	1	1	1	1	8	14	4879	0.99969	0.027227	0.027227	6.67	560212	top3a	ENSDARG00000052827		0.681507	0.681507	0.681507		0.681507		0.276456	0.276456	0.276456		0.276456		1.68002	1.68002	1.68002		1.68002		0.0	0.681507			0.276456		1.68002		0.681507	0.276456	1.68002	0	1	0															1	560212	ENSDARG00000052827	0.681507	0.681507		0.276456	0.276456		1.68002	1.68002		0.681507	0.276456	1.68002	0						Linear,1(1)	1.538857340812683	1.538857340812683	1.538857340812683	1.538857340812683	0.0	1.538857340812683	0.681507	0.681507	0.276456	0.276456	1.68002	1.68002	DOWN	0.0	1.0	0.0	
R-DRE-3295583	TRP channels	5	5	1	1	1	0	0	0	1	0	0	9	5	4888	0.99085	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2980766	Nuclear Envelope Breakdown	21	21	1	0	0	1	1	1	1	0	0	9	21	4872	0.96207	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-4419969	Depolymerisation of the Nuclear Lamina	5	5	1	0	0	1	1	1	1	0	0	9	5	4888	0.99085	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5362517	Signaling by Retinoic Acid	32	32	1	1	1	1	1	1	1	1	1	8	31	4862	0.99856	0.057286	0.057286	3.12	751785	aldh1a3	ENSDARG00000076933		0.126955	0.126955	0.126955		0.126955		0.0234166	0.0234166	0.0234166		0.023416600000000003		0.688297	0.688297	0.688297		0.6882970000000002										0.126955	0.0234166	0.688297	0	1	0															1	751785	ENSDARG00000076933	0.126955	0.126955		0.0234166	0.0234166		0.688297	0.688297		0.126955	0.0234166	0.688297	0						Poly 2,1(1)	1.6121469736099243	1.6121469736099243	1.6121469736099243	1.6121469736099243	0.0	1.6121469736099243	0.126955	0.126955	0.0234166	0.0234166	0.688297	0.688297	DOWN	0.0	1.0	0.0	
R-DRE-5365859	RA biosynthesis pathway	12	12	1	1	1	1	1	1	1	1	1	8	11	4882	0.9998	0.021835	0.021835	8.33	751785	aldh1a3	ENSDARG00000076933		0.126955	0.126955	0.126955		0.126955		0.0234166	0.0234166	0.0234166		0.023416600000000003		0.688297	0.688297	0.688297		0.6882970000000002		0.0	0.126955			0.0234166		0.688297		0.126955	0.0234166	0.688297	0	1	0															1	751785	ENSDARG00000076933	0.126955	0.126955		0.0234166	0.0234166		0.688297	0.688297		0.126955	0.0234166	0.688297	0						Poly 2,1(1)	1.6121469736099243	1.6121469736099243	1.6121469736099243	1.6121469736099243	0.0	1.6121469736099243	0.126955	0.126955	0.0234166	0.0234166	0.688297	0.688297	DOWN	0.0	1.0	0.0	
R-DRE-9708530	Regulation of BACH1 activity	8	8	1	1	0	1	1	1	1	0	0	9	8	4885	0.9854	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-445355	Smooth Muscle Contraction	10	11	1	0	0	1	1	0	1	0	0	9	11	4882	0.97997	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-70263	Gluconeogenesis	22	22	1	1	0	1	1	1	1	0	0	9	22	4871	0.96029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-4755510	SUMOylation of immune response proteins	11	11	1	0	0	0	0	0	1	0	0	9	11	4882	0.97997	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9706019	RHOBTB3 ATPase cycle	6	6	1	1	0	1	1	1	1	0	0	9	6	4887	0.98903	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-3232118	SUMOylation of transcription factors	18	18	1	0	0	0	0	0	1	0	0	9	18	4875	0.96741	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-4615885	SUMOylation of DNA replication proteins	29	29	1	0	0	0	0	0	1	0	0	9	29	4864	0.94796	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-399954	Sema3A PAK dependent Axon repulsion	10	10	1	1	1	1	1	1	1	1	1	8	9	4884	0.99987	0.018226	0.018226	10.0	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689	0.0	0.426689	0.232706	0.232706	0.782376	0.782376	0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-5362798	Release of Hh-Np from the secreting cell	4	4	1	0	0	1	1	1	1	0	0	9	4	4889	0.99267	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-202131	Metabolism of nitric oxide: NOS3 activation and regulation	6	6	1	1	1	1	1	1	1	1	1	8	5	4888	0.99996	0.010971	0.010971	16.67	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689	0.0	0.426689	0.232706	0.232706	0.782376	0.782376	0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-203615	eNOS activation	4	4	1	1	1	1	1	1	1	1	1	8	3	4890	0.99998	0.007326	0.007326	25.0	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689	0.0	0.426689	0.232706	0.232706	0.782376	0.782376	0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-166187	Mitochondrial Uncoupling	3	3	1	0	0	1	1	0	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-193048	Androgen biosynthesis	6	8	1	0	0	1	1	0	1	0	0	9	8	4885	0.9854	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-549132	Organic cation/anion/zwitterion transport	4	4	1	1	0	1	1	1	1	0	0	9	4	4889	0.99267	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9652282	Drug-mediated inhibition of ERBB2 signaling	1	1	1	1	1	1	1	1	1	1	1	8	0	4893	1.0	0.001836	0.001836	100.0	565155	hsp90aa1.2	ENSDARG00000024746		0.426689	0.426689	0.426689		0.42668900000000004		0.232706	0.232706	0.232706		0.232706		0.782376	0.782376	0.782376		0.7823760000000001		0.0	0.426689	0.0	0.426689	0.232706	0.232706	0.782376	0.782376	0.426689	0.232706	0.782376	0	1	0															1	565155	ENSDARG00000024746	0.426689	0.426689		0.232706	0.232706		0.782376	0.782376		0.426689	0.232706	0.782376	0						Linear,1(1)	1.7207666635513306	1.7207666635513306	1.7207666635513306	1.7207666635513306	0.0	1.7207666635513306	0.426689	0.426689	0.232706	0.232706	0.782376	0.782376	DOWN	0.0	1.0	0.0	
R-DRE-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	4	4	1	1	1	0	0	0	1	0	0	9	4	4889	0.99267	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-159763	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	4	4	1	1	0	1	1	1	1	0	0	9	4	4889	0.99267	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	5	5	1	1	0	1	1	1	1	0	0	9	5	4888	0.99085	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-159854	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	5	5	1	1	0	1	1	1	1	0	0	9	5	4888	0.99085	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	3	3	1	1	0	1	1	1	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8931987	RUNX1 regulates estrogen receptor mediated transcription	2	3	1	1	0	1	1	1	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8939245	RUNX1 regulates transcription of genes involved in BCR signaling	4	4	1	1	0	1	1	1	1	0	0	9	4	4889	0.99267	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8939246	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	3	3	1	1	0	1	1	1	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8939247	RUNX1 regulates transcription of genes involved in interleukin signaling	3	3	1	1	0	1	1	1	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-390651	Dopamine receptors	5	5	1	1	0	1	1	1	1	0	0	9	5	4888	0.99085	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9020558	Interleukin-2 signaling	1	4	1	0	0	0	0	0	1	0	0	9	4	4889	0.99267	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-549127	Organic cation transport	3	3	1	1	0	1	1	1	1	0	0	9	3	4890	0.9945	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-167826	The fatty acid cycling model	2	2	1	0	0	1	1	0	1	0	0	9	2	4891	0.99633	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-167827	The proton buffering model	2	2	1	0	0	1	1	0	1	0	0	9	2	4891	0.99633	1.0	1.0	0.0																																		0	0	0															0															0																							
