Identifier,DES-1ug/L-C
ENSDARG00000051923,5
ENSDARG00000051921,5
ENSDARG00000038524,35
ENSDARG00000093750,0
ENSDARG00000078270,5
ENSDARG00000102833,0
ENSDARG00000009764,2
ENSDARG00000033104,0
ENSDARG00000067537,0
ENSDARG00000094114,0
ENSDARG00000059423,2
ENSDARG00000094450,0
ENSDARG00000035178,3
ENSDARG00000011487,0
ENSDARG00000007034,12
ENSDARG00000081109,0
ENSDARG00000098511,0
ENSDARG00000095246,0
ENSDARG00000109357,0
ENSDARG00000067656,3
ENSDARG00000005372,2
ENSDARG00000004774,13
ENSDARG00000035181,3
ENSDARG00000035184,0
ENSDARG00000095188,0
ENSDARG00000030133,0
ENSDARG00000035185,0
ENSDARG00000114573,0
ENSDARG00000059657,1
ENSDARG00000059658,0
ENSDARG00000094314,0
ENSDARG00000093252,0
ENSDARG00000099832,0
ENSDARG00000007944,0
ENSDARG00000025467,2
ENSDARG00000078512,6
ENSDARG00000097120,1
ENSDARG00000018025,6
ENSDARG00000021380,0
ENSDARG00000059636,0
ENSDARG00000052536,12
ENSDARG00000067646,1
ENSDARG00000102200,0
ENSDARG00000093179,0
ENSDARG00000100296,5
ENSDARG00000012196,1
ENSDARG00000022315,24
ENSDARG00000013961,34
ENSDARG00000077815,15
ENSDARG00000104698,0
ENSDARG00000100118,0
ENSDARG00000102641,0
ENSDARG00000098712,0
ENSDARG00000067639,4
ENSDARG00000095415,0
ENSDARG00000092998,3
ENSDARG00000052462,1
ENSDARG00000101901,5
ENSDARG00000052450,0
ENSDARG00000101380,0
ENSDARG00000101743,2
ENSDARG00000052437,9
ENSDARG00000052427,5
ENSDARG00000052413,1
ENSDARG00000052411,0
ENSDARG00000022340,14
ENSDARG00000088260,0
ENSDARG00000095750,0
ENSDARG00000012840,0
ENSDARG00000007791,21
ENSDARG00000079618,0
ENSDARG00000035169,0
ENSDARG00000075714,0
ENSDARG00000082619,0
ENSDARG00000082368,0
ENSDARG00000035171,0
ENSDARG00000110825,0
ENSDARG00000011091,0
ENSDARG00000101253,0
ENSDARG00000039626,7
ENSDARG00000112032,0
ENSDARG00000099091,9
ENSDARG00000067517,2
ENSDARG00000023394,6
ENSDARG00000108939,1
ENSDARG00000077107,0
ENSDARG00000052387,0
ENSDARG00000103164,0
ENSDARG00000097936,0
ENSDARG00000004864,0
ENSDARG00000059606,2
ENSDARG00000100913,10
ENSDARG00000035163,1
ENSDARG00000089643,7
ENSDARG00000026454,2
ENSDARG00000042401,5
ENSDARG00000059600,1
ENSDARG00000003235,9
ENSDARG00000097055,2
ENSDARG00000033126,3
ENSDARG00000092872,0
ENSDARG00000029372,1
ENSDARG00000059596,3
ENSDARG00000022203,4
ENSDARG00000032933,2
ENSDARG00000117466,0
ENSDARG00000111508,0
ENSDARG00000080110,0
ENSDARG00000101620,0
ENSDARG00000094771,0
ENSDARG00000111236,0
ENSDARG00000090830,4
ENSDARG00000110761,0
ENSDARG00000085602,0
ENSDARG00000052553,3
ENSDARG00000026400,0
ENSDARG00000018825,2
ENSDARG00000088293,1
ENSDARG00000044290,0
ENSDARG00000081715,0
ENSDARG00000107525,0
ENSDARG00000093734,0
ENSDARG00000094097,2
ENSDARG00000084995,0
ENSDARG00000080462,0
ENSDARG00000081850,0
ENSDARG00000081937,0
ENSDARG00000018985,2
ENSDARG00000059583,3
ENSDARG00000033735,0
ENSDARG00000035146,8
ENSDARG00000052247,2
ENSDARG00000035147,1
ENSDARG00000016904,9
ENSDARG00000035148,0
ENSDARG00000081799,0
ENSDARG00000035149,1
ENSDARG00000095635,0
ENSDARG00000035150,2
ENSDARG00000035151,0
ENSDARG00000078004,0
ENSDARG00000035152,10
ENSDARG00000109436,0
ENSDARG00000073860,0
ENSDARG00000057245,2
ENSDARG00000079780,2
ENSDARG00000088069,0
ENSDARG00000059553,2
ENSDARG00000067606,0
ENSDARG00000067605,2
ENSDARG00000094214,0
ENSDARG00000052188,0
ENSDARG00000035137,0
ENSDARG00000035136,77
ENSDARG00000059549,0
ENSDARG00000094587,0
ENSDARG00000084095,0
ENSDARG00000098537,1
ENSDARG00000110147,5
ENSDARG00000035133,13
ENSDARG00000005154,0
ENSDARG00000059587,0
ENSDARG00000095180,0
ENSDARG00000111249,0
ENSDARG00000101133,0
ENSDARG00000110503,0
ENSDARG00000116802,0
ENSDARG00000067608,1
ENSDARG00000002533,0
ENSDARG00000029480,0
ENSDARG00000113040,0
ENSDARG00000091413,1
ENSDARG00000098860,0
ENSDARG00000114187,0
ENSDARG00000074120,0
ENSDARG00000059558,0
ENSDARG00000104364,0
ENSDARG00000019525,0
ENSDARG00000094107,4
ENSDARG00000045262,9
ENSDARG00000092508,4
ENSDARG00000094043,12
ENSDARG00000093403,0
ENSDARG00000091967,1
ENSDARG00000093999,3
ENSDARG00000074246,19
ENSDARG00000088492,0
ENSDARG00000021004,8
ENSDARG00000007430,1
ENSDARG00000035131,6
ENSDARG00000089461,0
ENSDARG00000009281,0
ENSDARG00000081800,0
ENSDARG00000097279,4
ENSDARG00000095296,0
ENSDARG00000035132,3
ENSDARG00000059858,0
ENSDARG00000113524,0
ENSDARG00000032976,9
ENSDARG00000017739,1
ENSDARG00000092517,0
ENSDARG00000077174,0
ENSDARG00000112370,0
ENSDARG00000101217,0
ENSDARG00000103165,0
ENSDARG00000103712,1
ENSDARG00000009950,52
ENSDARG00000105544,0
ENSDARG00000100129,27
ENSDARG00000035127,0
ENSDARG00000117298,1
ENSDARG00000018270,1
ENSDARG00000052154,1
ENSDARG00000052155,1
ENSDARG00000033370,2
ENSDARG00000035129,5
ENSDARG00000115759,0
ENSDARG00000028949,0
ENSDARG00000026979,0
ENSDARG00000052165,0
ENSDARG00000052148,2
ENSDARG00000098481,11
ENSDARG00000104359,21
ENSDARG00000100095,23
ENSDARG00000102607,1
ENSDARG00000103926,2
ENSDARG00000098206,0
ENSDARG00000101163,1
ENSDARG00000104506,0
ENSDARG00000100559,1
ENSDARG00000104555,0
ENSDARG00000099042,0
ENSDARG00000098673,0
ENSDARG00000099930,2
ENSDARG00000099451,0
ENSDARG00000104868,0
ENSDARG00000084964,0
ENSDARG00000035122,3
ENSDARG00000093732,0
ENSDARG00000052094,3
ENSDARG00000107989,0
ENSDARG00000074033,1
ENSDARG00000103988,1
ENSDARG00000104035,0
ENSDARG00000104278,1
ENSDARG00000067851,9
ENSDARG00000018958,0
ENSDARG00000018882,2
ENSDARG00000052109,0
ENSDARG00000052110,0
ENSDARG00000035120,1
ENSDARG00000059510,4
ENSDARG00000086786,0
ENSDARG00000073892,4
ENSDARG00000045955,0
ENSDARG00000077768,1
ENSDARG00000059486,0
ENSDARG00000059485,2
ENSDARG00000102458,3
ENSDARG00000101670,1
ENSDARG00000084589,0
ENSDARG00000080999,0
ENSDARG00000079248,0
ENSDARG00000045951,3
ENSDARG00000079267,0
ENSDARG00000112159,0
ENSDARG00000004906,9
ENSDARG00000109011,0
ENSDARG00000044436,0
ENSDARG00000019752,2
ENSDARG00000095402,0
ENSDARG00000044437,5
ENSDARG00000078722,1
ENSDARG00000034982,6
ENSDARG00000093821,0
ENSDARG00000042534,6
ENSDARG00000059474,0
ENSDARG00000042527,3
ENSDARG00000042526,0
ENSDARG00000042525,2
ENSDARG00000042521,0
ENSDARG00000093957,6
ENSDARG00000042520,5
ENSDARG00000005586,1
ENSDARG00000093783,1
ENSDARG00000059472,0
ENSDARG00000104042,0
ENSDARG00000013649,0
ENSDARG00000014565,0
ENSDARG00000099111,13
ENSDARG00000101808,10
ENSDARG00000079805,0
ENSDARG00000076435,3
ENSDARG00000035735,1
ENSDARG00000039649,1
ENSDARG00000030267,3
ENSDARG00000059466,0
ENSDARG00000017636,0
ENSDARG00000011555,10
ENSDARG00000035741,8
ENSDARG00000074320,0
ENSDARG00000106433,0
ENSDARG00000117240,3
ENSDARG00000098655,0
ENSDARG00000117346,0
ENSDARG00000091556,0
ENSDARG00000102892,0
ENSDARG00000100725,0
ENSDARG00000041926,0
ENSDARG00000085136,0
ENSDARG00000059461,2
ENSDARG00000014722,0
ENSDARG00000017917,0
ENSDARG00000059459,0
ENSDARG00000041908,5
ENSDARG00000067566,4
ENSDARG00000014309,0
ENSDARG00000096889,1
ENSDARG00000059093,12
ENSDARG00000092143,0
ENSDARG00000089634,0
ENSDARG00000102513,0
ENSDARG00000076888,2
ENSDARG00000097815,1
ENSDARG00000083389,0
ENSDARG00000037121,3
ENSDARG00000093359,0
ENSDARG00000051957,11
ENSDARG00000059442,5
ENSDARG00000117525,1
ENSDARG00000099542,0
ENSDARG00000051956,13
ENSDARG00000074645,0
ENSDARG00000016733,2
ENSDARG00000077155,0
ENSDARG00000067564,1
ENSDARG00000067563,0
ENSDARG00000028082,0
ENSDARG00000089924,12
ENSDARG00000028087,21
ENSDARG00000101116,1
ENSDARG00000091402,7
ENSDARG00000067560,4
ENSDARG00000114932,0
ENSDARG00000103717,0
ENSDARG00000102843,0
ENSDARG00000099917,1
ENSDARG00000075395,0
ENSDARG00000102320,11
ENSDARG00000098646,4
ENSDARG00000105036,3
ENSDARG00000097803,2
ENSDARG00000104114,0
ENSDARG00000024818,3
ENSDARG00000059432,0
ENSDARG00000039501,3
ENSDARG00000011537,8
ENSDARG00000051953,10
ENSDARG00000059437,3
ENSDARG00000051940,12
ENSDARG00000067613,0
ENSDARG00000094605,0
ENSDARG00000099746,6
ENSDARG00000071469,0
ENSDARG00000101090,0
ENSDARG00000105924,0
ENSDARG00000078302,0
ENSDARG00000107130,0
ENSDARG00000001950,268
ENSDARG00000054874,0
ENSDARG00000003803,0
ENSDARG00000016212,1
ENSDARG00000088222,0
ENSDARG00000109568,0
ENSDARG00000079639,0
ENSDARG00000059455,0
ENSDARG00000042845,1
ENSDARG00000110235,0
ENSDARG00000032584,0
ENSDARG00000009280,39
ENSDARG00000019357,0
ENSDARG00000004406,7
ENSDARG00000028688,4
ENSDARG00000035187,1
ENSDARG00000035188,4
ENSDARG00000105286,5
ENSDARG00000024894,2
ENSDARG00000002216,5
ENSDARG00000099908,0
ENSDARG00000102657,3
ENSDARG00000098583,4
ENSDARG00000015879,0
ENSDARG00000112811,0
ENSDARG00000115222,1
ENSDARG00000086706,1
ENSDARG00000059581,0
ENSDARG00000059582,1
ENSDARG00000008219,0
ENSDARG00000104339,2
ENSDARG00000026759,0
ENSDARG00000096454,5
ENSDARG00000094176,0
ENSDARG00000078283,0
ENSDARG00000074634,5
ENSDARG00000052192,0
ENSDARG00000052190,4
ENSDARG00000067669,0
ENSDARG00000110178,2
ENSDARG00000036613,1
ENSDARG00000036619,1
ENSDARG00000006544,0
ENSDARG00000117384,0
ENSDARG00000091124,6
ENSDARG00000111939,12
ENSDARG00000052182,13
ENSDARG00000102558,774
ENSDARG00000099309,5
ENSDARG00000103662,0
ENSDARG00000103984,0
ENSDARG00000104188,2
ENSDARG00000101169,2
ENSDARG00000115741,0
ENSDARG00000096307,0
ENSDARG00000038151,10
ENSDARG00000096322,0
ENSDARG00000038153,364
ENSDARG00000099546,3
ENSDARG00000117479,0
ENSDARG00000078416,2
ENSDARG00000100374,32
ENSDARG00000114386,0
ENSDARG00000117386,0
ENSDARG00000114423,0
ENSDARG00000114823,0
ENSDARG00000045978,9
ENSDARG00000054930,0
ENSDARG00000079884,2
ENSDARG00000015563,3
ENSDARG00000104700,0
ENSDARG00000101161,5
ENSDARG00000101671,0
ENSDARG00000101906,0
ENSDARG00000105182,6
ENSDARG00000008030,21
ENSDARG00000112895,0
ENSDARG00000012823,0
ENSDARG00000073684,3
ENSDARG00000074094,10
ENSDARG00000098289,1
ENSDARG00000098837,5
ENSDARG00000114885,4
ENSDARG00000052142,0
ENSDARG00000003818,15
ENSDARG00000097359,0
ENSDARG00000096924,0
ENSDARG00000096883,0
ENSDARG00000101131,0
ENSDARG00000114425,1
ENSDARG00000100203,0
ENSDARG00000117673,0
ENSDARG00000117550,0
ENSDARG00000030166,4
ENSDARG00000103479,1
ENSDARG00000116015,0
ENSDARG00000018782,2
ENSDARG00000015374,2
ENSDARG00000096252,0
ENSDARG00000018623,0
ENSDARG00000096306,0
ENSDARG00000059128,102
ENSDARG00000077764,0
ENSDARG00000002510,2
ENSDARG00000100781,0
ENSDARG00000006757,8
ENSDARG00000044431,20
ENSDARG00000102202,3
ENSDARG00000029252,10
ENSDARG00000005846,0
ENSDARG00000107534,0
ENSDARG00000027419,5
ENSDARG00000015126,9
ENSDARG00000100715,2
ENSDARG00000103195,0
ENSDARG00000102362,8
ENSDARG00000040455,5
ENSDARG00000096825,2
ENSDARG00000075648,0
ENSDARG00000020863,0
ENSDARG00000102471,2
ENSDARG00000088225,2
ENSDARG00000099547,0
ENSDARG00000104130,3
ENSDARG00000104833,0
ENSDARG00000090904,0
ENSDARG00000005559,3
ENSDARG00000112886,0
ENSDARG00000063264,4
ENSDARG00000110683,0
ENSDARG00000096414,0
ENSDARG00000117420,0
ENSDARG00000112680,0
ENSDARG00000112008,0
ENSDARG00000097859,0
ENSDARG00000116943,0
ENSDARG00000109241,0
ENSDARG00000044601,57
ENSDARG00000032725,420
ENSDARG00000063213,2
ENSDARG00000078440,0
ENSDARG00000097122,1
ENSDARG00000063257,0
ENSDARG00000058892,1
ENSDARG00000063153,1
ENSDARG00000058874,0
ENSDARG00000096411,2
ENSDARG00000005343,0
ENSDARG00000019360,10
ENSDARG00000096346,12
ENSDARG00000044628,7
ENSDARG00000077040,0
ENSDARG00000075924,0
ENSDARG00000084151,0
ENSDARG00000044615,0
ENSDARG00000006260,124
ENSDARG00000036700,40
ENSDARG00000096419,5
ENSDARG00000058820,2
ENSDARG00000058815,0
ENSDARG00000058893,5
ENSDARG00000009350,10
ENSDARG00000058903,0
ENSDARG00000071217,0
ENSDARG00000112074,0
ENSDARG00000058906,0
ENSDARG00000000943,5
ENSDARG00000058930,0
ENSDARG00000058937,0
ENSDARG00000096429,0
ENSDARG00000058953,0
ENSDARG00000031664,1
ENSDARG00000032005,1
ENSDARG00000037000,15
ENSDARG00000104298,0
ENSDARG00000036998,0
ENSDARG00000101745,0
ENSDARG00000006202,1
ENSDARG00000039578,53
ENSDARG00000000103,6
ENSDARG00000063062,1
ENSDARG00000012039,2
ENSDARG00000019181,427
ENSDARG00000081943,0
ENSDARG00000116745,0
ENSDARG00000113571,0
ENSDARG00000074533,0
ENSDARG00000063295,49
ENSDARG00000044600,0
ENSDARG00000071215,5
ENSDARG00000090793,1
ENSDARG00000017400,2
ENSDARG00000116941,0
ENSDARG00000094965,6
ENSDARG00000071213,2
ENSDARG00000062978,0
ENSDARG00000037059,3
ENSDARG00000037057,20
ENSDARG00000096398,1
ENSDARG00000019763,0
ENSDARG00000058660,5
ENSDARG00000078605,0
ENSDARG00000096428,0
ENSDARG00000089933,0
ENSDARG00000111849,0
ENSDARG00000062998,0
ENSDARG00000009782,11
ENSDARG00000071198,3
ENSDARG00000025404,13
ENSDARG00000077580,0
ENSDARG00000071197,1
ENSDARG00000043685,0
ENSDARG00000096297,0
ENSDARG00000071196,39
ENSDARG00000058699,3
ENSDARG00000083564,0
ENSDARG00000112863,0
ENSDARG00000059902,4
ENSDARG00000098645,6
ENSDARG00000071139,0
ENSDARG00000098099,0
ENSDARG00000103253,1
ENSDARG00000098376,10
ENSDARG00000071159,0
ENSDARG00000079187,0
ENSDARG00000101032,1
ENSDARG00000088058,0
ENSDARG00000093431,0
ENSDARG00000098734,1
ENSDARG00000063538,3
ENSDARG00000044264,0
ENSDARG00000073764,1
ENSDARG00000116646,0
ENSDARG00000062884,1
ENSDARG00000092660,1
ENSDARG00000002402,2
ENSDARG00000003287,5
ENSDARG00000087381,0
ENSDARG00000104353,39
ENSDARG00000085291,0
ENSDARG00000085557,0
ENSDARG00000080938,0
ENSDARG00000044267,11
ENSDARG00000027589,11
ENSDARG00000006093,1
ENSDARG00000076924,1
ENSDARG00000076872,0
ENSDARG00000096401,0
ENSDARG00000075240,0
ENSDARG00000074248,3
ENSDARG00000071183,0
ENSDARG00000004898,0
ENSDARG00000006040,5
ENSDARG00000014875,5
ENSDARG00000007098,44
ENSDARG00000113961,0
ENSDARG00000005359,15
ENSDARG00000058165,0
ENSDARG00000096397,0
ENSDARG00000058145,0
ENSDARG00000079700,1
ENSDARG00000071113,28
ENSDARG00000062744,1
ENSDARG00000089858,0
ENSDARG00000062687,0
ENSDARG00000096286,0
ENSDARG00000062630,0
ENSDARG00000096235,0
ENSDARG00000078814,1
ENSDARG00000007812,3
ENSDARG00000096373,0
ENSDARG00000044565,47
ENSDARG00000071086,0
ENSDARG00000071084,0
ENSDARG00000009021,10
ENSDARG00000009447,377
ENSDARG00000006639,5
ENSDARG00000083047,0
ENSDARG00000029415,12
ENSDARG00000089697,1
ENSDARG00000096239,0
ENSDARG00000044562,189
ENSDARG00000044561,0
ENSDARG00000088411,2
ENSDARG00000062594,5
ENSDARG00000096232,0
ENSDARG00000109033,0
ENSDARG00000016750,1
ENSDARG00000110899,0
ENSDARG00000028119,23
ENSDARG00000096270,4
ENSDARG00000090156,1
ENSDARG00000074723,1
ENSDARG00000083501,0
ENSDARG00000044551,1
ENSDARG00000033012,7
ENSDARG00000044549,0
ENSDARG00000073837,6
ENSDARG00000079945,0
ENSDARG00000024847,1
ENSDARG00000057833,0
ENSDARG00000011571,0
ENSDARG00000096384,0
ENSDARG00000075700,0
ENSDARG00000096375,17
ENSDARG00000096271,0
ENSDARG00000107629,0
ENSDARG00000057772,10
ENSDARG00000096290,0
ENSDARG00000057782,17
ENSDARG00000090418,0
ENSDARG00000077073,0
ENSDARG00000045331,1
ENSDARG00000090872,17
ENSDARG00000097743,0
ENSDARG00000097317,0
ENSDARG00000062430,0
ENSDARG00000112211,0
ENSDARG00000044532,0
ENSDARG00000023878,5
ENSDARG00000044528,16
ENSDARG00000016311,0
ENSDARG00000011941,2
ENSDARG00000074921,0
ENSDARG00000057688,0
ENSDARG00000096929,0
ENSDARG00000057633,0
ENSDARG00000057683,16
ENSDARG00000097696,17
ENSDARG00000058323,0
ENSDARG00000071032,1
ENSDARG00000063009,0
ENSDARG00000058325,1
ENSDARG00000103763,0
ENSDARG00000104367,1
ENSDARG00000071025,0
ENSDARG00000062323,1
ENSDARG00000044521,287
ENSDARG00000111107,0
ENSDARG00000028546,19
ENSDARG00000062226,5
ENSDARG00000062217,1
ENSDARG00000024006,0
ENSDARG00000071013,2
ENSDARG00000075041,4
ENSDARG00000004753,5
ENSDARG00000023498,3
ENSDARG00000004243,1
ENSDARG00000078037,0
ENSDARG00000038283,0
ENSDARG00000097422,0
ENSDARG00000071011,13
ENSDARG00000084797,0
ENSDARG00000034685,8
ENSDARG00000030349,93
ENSDARG00000081499,0
ENSDARG00000005221,6
ENSDARG00000022599,7
ENSDARG00000077047,0
ENSDARG00000083395,0
ENSDARG00000020187,38
ENSDARG00000044511,15
ENSDARG00000062174,4
ENSDARG00000070995,0
ENSDARG00000087285,0
ENSDARG00000100695,0
ENSDARG00000095896,4
ENSDARG00000061505,5
ENSDARG00000061508,0
ENSDARG00000003991,1
ENSDARG00000043360,0
ENSDARG00000043361,1
ENSDARG00000096905,23
ENSDARG00000088717,8
ENSDARG00000112756,0
ENSDARG00000061515,0
ENSDARG00000088515,0
ENSDARG00000095170,0
ENSDARG00000109159,0
ENSDARG00000070991,5
ENSDARG00000028027,20
ENSDARG00000058179,14
ENSDARG00000057276,0
ENSDARG00000097207,0
ENSDARG00000115435,0
ENSDARG00000097529,0
ENSDARG00000097864,0
ENSDARG00000002933,0
ENSDARG00000062123,3
ENSDARG00000103429,0
ENSDARG00000020814,9
ENSDARG00000030975,1
ENSDARG00000059712,1
ENSDARG00000041359,6
ENSDARG00000013938,30
ENSDARG00000076865,0
ENSDARG00000098290,0
ENSDARG00000078592,11
ENSDARG00000097933,0
ENSDARG00000111070,0
ENSDARG00000110832,0
ENSDARG00000116959,0
ENSDARG00000097837,0
ENSDARG00000115519,0
ENSDARG00000106150,0
ENSDARG00000097141,0
ENSDARG00000116830,0
ENSDARG00000091845,0
ENSDARG00000112395,0
ENSDARG00000097037,0
ENSDARG00000096880,0
ENSDARG00000116277,0
ENSDARG00000113584,0
ENSDARG00000097870,0
ENSDARG00000113938,0
ENSDARG00000092627,0
ENSDARG00000110631,0
ENSDARG00000116515,0
ENSDARG00000097348,0
ENSDARG00000113502,0
ENSDARG00000112594,0
ENSDARG00000110797,0
ENSDARG00000111834,0
ENSDARG00000097500,0
ENSDARG00000116090,0
ENSDARG00000114433,0
ENSDARG00000113606,0
ENSDARG00000097560,0
ENSDARG00000113949,0
ENSDARG00000111303,0
ENSDARG00000116780,0
ENSDARG00000116567,0
ENSDARG00000115736,0
ENSDARG00000111316,0
ENSDARG00000116345,0
ENSDARG00000115685,0
ENSDARG00000112602,0
ENSDARG00000113204,0
ENSDARG00000097557,0
ENSDARG00000110165,0
ENSDARG00000113637,0
ENSDARG00000115788,0
ENSDARG00000110559,0
ENSDARG00000115059,0
ENSDARG00000109656,0
ENSDARG00000094142,0
ENSDARG00000098726,5
ENSDARG00000114314,0
ENSDARG00000097214,0
ENSDARG00000101792,0
ENSDARG00000103020,1
ENSDARG00000100504,2
ENSDARG00000105116,29
ENSDARG00000102531,14
ENSDARG00000100584,1
ENSDARG00000098509,0
ENSDARG00000103745,0
ENSDARG00000101871,0
ENSDARG00000103485,2
ENSDARG00000098771,4
ENSDARG00000101393,26
ENSDARG00000104793,0
ENSDARG00000104396,0
ENSDARG00000103207,0
ENSDARG00000102218,0
ENSDARG00000101273,0
ENSDARG00000105128,0
ENSDARG00000099307,1
ENSDARG00000098433,5
ENSDARG00000098924,5
ENSDARG00000101126,1
ENSDARG00000100548,0
ENSDARG00000103313,0
ENSDARG00000098787,1
ENSDARG00000101277,6
ENSDARG00000105190,2
ENSDARG00000103851,1
ENSDARG00000103900,8
ENSDARG00000113706,0
ENSDARG00000103077,0
ENSDARG00000103548,0
ENSDARG00000098403,0
ENSDARG00000105069,0
ENSDARG00000101654,0
ENSDARG00000099476,4
ENSDARG00000099387,1
ENSDARG00000104390,0
ENSDARG00000103667,0
ENSDARG00000102080,0
ENSDARG00000105276,0
ENSDARG00000104093,0
ENSDARG00000114634,0
ENSDARG00000103494,1
ENSDARG00000101679,0
ENSDARG00000103173,1
ENSDARG00000085186,0
ENSDARG00000105112,5
ENSDARG00000102762,0
ENSDARG00000110416,0
ENSDARG00000111205,0
ENSDARG00000116707,0
ENSDARG00000110681,0
ENSDARG00000117823,0
ENSDARG00000117651,0
ENSDARG00000111863,0
ENSDARG00000114079,0
ENSDARG00000113569,0
ENSDARG00000116326,0
ENSDARG00000114933,0
ENSDARG00000033993,0
ENSDARG00000091605,0
ENSDARG00000095901,4
ENSDARG00000078842,8
ENSDARG00000039264,6
ENSDARG00000052470,12
ENSDARG00000070122,1
ENSDARG00000034207,2
ENSDARG00000094990,3
ENSDARG00000052433,0
ENSDARG00000039256,2
ENSDARG00000003684,2
ENSDARG00000059651,1
ENSDARG00000115657,12
ENSDARG00000003326,0
ENSDARG00000008772,2
ENSDARG00000115540,0
ENSDARG00000052377,8
ENSDARG00000079811,0
ENSDARG00000052428,2
ENSDARG00000052423,1
ENSDARG00000026084,0
ENSDARG00000039162,8
ENSDARG00000059642,2
ENSDARG00000111810,0
ENSDARG00000078576,4
ENSDARG00000111976,0
ENSDARG00000089886,9
ENSDARG00000017211,3
ENSDARG00000059634,4
ENSDARG00000052351,2
ENSDARG00000111474,3
ENSDARG00000077004,23
ENSDARG00000010873,10
ENSDARG00000038537,4
ENSDARG00000106395,0
ENSDARG00000007196,8
ENSDARG00000052304,53
ENSDARG00000059613,5
ENSDARG00000117762,1
ENSDARG00000116268,0
ENSDARG00000108434,0
ENSDARG00000070148,1
ENSDARG00000052288,1
ENSDARG00000026767,10
ENSDARG00000074933,3
ENSDARG00000020820,6
ENSDARG00000019808,44
ENSDARG00000097346,0
ENSDARG00000014727,26
ENSDARG00000103120,0
ENSDARG00000036567,0
ENSDARG00000117236,1
ENSDARG00000100336,0
ENSDARG00000100003,49
ENSDARG00000104823,3
ENSDARG00000099554,1
ENSDARG00000104571,8
ENSDARG00000098123,0
ENSDARG00000105098,5
ENSDARG00000099217,0
ENSDARG00000102415,91
ENSDARG00000101586,0
ENSDARG00000103802,0
ENSDARG00000105300,1
ENSDARG00000117309,1
ENSDARG00000098260,0
ENSDARG00000099515,0
ENSDARG00000102802,7
ENSDARG00000099979,0
ENSDARG00000102025,5
ENSDARG00000100470,0
ENSDARG00000114280,0
ENSDARG00000104361,3
ENSDARG00000106364,0
ENSDARG00000101252,0
ENSDARG00000098348,1
ENSDARG00000103840,2
ENSDARG00000100836,0
ENSDARG00000099911,0
ENSDARG00000100818,2
ENSDARG00000101791,7
ENSDARG00000102243,0
ENSDARG00000101293,6
ENSDARG00000104711,0
ENSDARG00000096974,0
ENSDARG00000054749,15
ENSDARG00000062008,0
ENSDARG00000097608,0
ENSDARG00000074265,0
ENSDARG00000070929,0
ENSDARG00000097392,0
ENSDARG00000097395,0
ENSDARG00000009830,182
ENSDARG00000016429,3
ENSDARG00000002210,2
ENSDARG00000052129,3
ENSDARG00000052104,3
ENSDARG00000052103,2
ENSDARG00000098676,0
ENSDARG00000052099,24
ENSDARG00000038293,1
ENSDARG00000061817,3
ENSDARG00000073813,0
ENSDARG00000078211,1
ENSDARG00000076094,1
ENSDARG00000017425,0
ENSDARG00000044433,1
ENSDARG00000007231,5
ENSDARG00000097000,6
ENSDARG00000061896,0
ENSDARG00000034522,3
ENSDARG00000116807,0
ENSDARG00000097082,9
ENSDARG00000056862,3
ENSDARG00000098603,0
ENSDARG00000061923,9
ENSDARG00000056924,1
ENSDARG00000044441,2
ENSDARG00000094521,0
ENSDARG00000062030,0
ENSDARG00000074283,0
ENSDARG00000070867,23
ENSDARG00000103066,4
ENSDARG00000070864,0
ENSDARG00000098121,0
ENSDARG00000023578,4
ENSDARG00000114184,0
ENSDARG00000056026,4
ENSDARG00000044356,17
ENSDARG00000044357,8
ENSDARG00000029639,21
ENSDARG00000010958,2
ENSDARG00000044457,0
ENSDARG00000070839,2
ENSDARG00000015862,246
ENSDARG00000082607,0
ENSDARG00000082960,0
ENSDARG00000061362,0
ENSDARG00000017886,4
ENSDARG00000056178,1
ENSDARG00000013144,197
ENSDARG00000056193,1
ENSDARG00000034430,2
ENSDARG00000061409,0
ENSDARG00000056203,5
ENSDARG00000056259,18
ENSDARG00000115703,0
ENSDARG00000070828,3
ENSDARG00000075743,6
ENSDARG00000070824,42
ENSDARG00000079198,3
ENSDARG00000112809,0
ENSDARG00000022518,0
ENSDARG00000074892,8
ENSDARG00000017728,12
ENSDARG00000021113,289
ENSDARG00000096822,0
ENSDARG00000102496,0
ENSDARG00000097574,0
ENSDARG00000097265,0
ENSDARG00000009677,2
ENSDARG00000075159,21
ENSDARG00000017708,4
ENSDARG00000079670,0
ENSDARG00000111481,0
ENSDARG00000097194,0
ENSDARG00000076416,5
ENSDARG00000087805,0
ENSDARG00000015964,1
ENSDARG00000061654,1
ENSDARG00000115301,2
ENSDARG00000077836,0
ENSDARG00000044405,1
ENSDARG00000044404,0
ENSDARG00000044400,0
ENSDARG00000070966,2
ENSDARG00000097897,14
