Identifier,TGSH-1ug/L-B
ENSDARG00000113385,0
ENSDARG00000095106,7
ENSDARG00000093865,0
ENSDARG00000114289,1
ENSDARG00000101245,0
ENSDARG00000086720,0
ENSDARG00000092000,3
ENSDARG00000096172,1
ENSDARG00000087645,0
ENSDARG00000093041,0
ENSDARG00000093615,0
ENSDARG00000114437,0
ENSDARG00000094443,0
ENSDARG00000096014,0
ENSDARG00000115628,0
ENSDARG00000116117,0
ENSDARG00000096215,0
ENSDARG00000086130,0
ENSDARG00000096105,1
ENSDARG00000087265,0
ENSDARG00000070299,0
ENSDARG00000097990,0
ENSDARG00000116211,0
ENSDARG00000114577,1
ENSDARG00000093478,0
ENSDARG00000097713,0
ENSDARG00000097059,0
ENSDARG00000088000,0
ENSDARG00000114236,0
ENSDARG00000097604,2
ENSDARG00000097775,0
ENSDARG00000097139,0
ENSDARG00000095200,1
ENSDARG00000097811,0
ENSDARG00000090160,8
ENSDARG00000097971,0
ENSDARG00000091561,0
ENSDARG00000113432,0
ENSDARG00000113683,0
ENSDARG00000109221,0
ENSDARG00000112639,0
ENSDARG00000110080,0
ENSDARG00000116360,0
ENSDARG00000111187,0
ENSDARG00000115434,0
ENSDARG00000110916,0
ENSDARG00000113973,0
ENSDARG00000114264,0
ENSDARG00000088961,0
ENSDARG00000107506,0
ENSDARG00000088616,0
ENSDARG00000089179,0
ENSDARG00000093424,0
ENSDARG00000091477,1
ENSDARG00000096065,0
ENSDARG00000087743,0
ENSDARG00000094888,0
ENSDARG00000117132,0
ENSDARG00000117521,0
ENSDARG00000102791,0
ENSDARG00000106667,0
ENSDARG00000117424,1
ENSDARG00000110946,0
ENSDARG00000093994,0
ENSDARG00000096222,0
ENSDARG00000094034,0
ENSDARG00000094177,2
ENSDARG00000077220,0
ENSDARG00000109821,0
ENSDARG00000115802,0
ENSDARG00000112048,0
ENSDARG00000114894,0
ENSDARG00000110454,0
ENSDARG00000116625,0
ENSDARG00000110290,0
ENSDARG00000111966,0
ENSDARG00000115441,0
ENSDARG00000115588,0
ENSDARG00000112989,0
ENSDARG00000109894,0
ENSDARG00000115686,0
ENSDARG00000098429,0
ENSDARG00000113665,0
ENSDARG00000111703,0
ENSDARG00000116282,0
ENSDARG00000110472,0
ENSDARG00000113709,0
ENSDARG00000114821,0
ENSDARG00000114028,0
ENSDARG00000111177,0
ENSDARG00000113337,0
ENSDARG00000115011,0
ENSDARG00000110215,0
ENSDARG00000117007,0
ENSDARG00000115828,0
ENSDARG00000113608,0
ENSDARG00000113085,0
ENSDARG00000111145,0
ENSDARG00000113475,0
ENSDARG00000116298,0
ENSDARG00000100311,1
ENSDARG00000100578,0
ENSDARG00000114042,0
ENSDARG00000098519,0
ENSDARG00000110338,0
ENSDARG00000098406,1
ENSDARG00000105244,0
ENSDARG00000098985,0
ENSDARG00000109740,0
ENSDARG00000101046,0
ENSDARG00000100995,0
ENSDARG00000117168,0
ENSDARG00000102994,0
ENSDARG00000101829,0
ENSDARG00000104351,0
ENSDARG00000102659,0
ENSDARG00000105137,1
ENSDARG00000116023,0
ENSDARG00000104468,0
ENSDARG00000117334,0
ENSDARG00000100387,0
ENSDARG00000100855,0
ENSDARG00000113194,0
ENSDARG00000110196,0
ENSDARG00000103753,0
ENSDARG00000101006,0
ENSDARG00000112468,0
ENSDARG00000113340,0
ENSDARG00000112757,0
ENSDARG00000112514,0
ENSDARG00000115393,0
ENSDARG00000111032,0
ENSDARG00000110162,0
ENSDARG00000115551,0
ENSDARG00000114371,0
ENSDARG00000116031,0
ENSDARG00000116010,0
ENSDARG00000114772,0
ENSDARG00000105306,0
ENSDARG00000101647,0
ENSDARG00000101401,0
ENSDARG00000113119,0
ENSDARG00000092775,0
ENSDARG00000100931,0
ENSDARG00000098879,0
ENSDARG00000100049,0
ENSDARG00000109558,0
ENSDARG00000101292,0
ENSDARG00000103538,0
ENSDARG00000100412,0
ENSDARG00000098610,2
ENSDARG00000110123,0
ENSDARG00000103310,0
ENSDARG00000102635,0
ENSDARG00000102595,2
ENSDARG00000100283,0
ENSDARG00000099751,1
ENSDARG00000113052,0
ENSDARG00000109735,0
ENSDARG00000117791,0
ENSDARG00000117505,0
ENSDARG00000109339,0
ENSDARG00000115278,0
ENSDARG00000103431,0
ENSDARG00000102941,0
ENSDARG00000111824,0
ENSDARG00000117658,0
ENSDARG00000112126,0
ENSDARG00000103105,0
ENSDARG00000113690,0
ENSDARG00000099825,1
ENSDARG00000103265,2
ENSDARG00000111198,0
ENSDARG00000102215,0
ENSDARG00000100673,0
ENSDARG00000115299,1
ENSDARG00000104968,1
ENSDARG00000100414,0
ENSDARG00000105245,0
ENSDARG00000100537,0
ENSDARG00000104052,0
ENSDARG00000102278,0
ENSDARG00000100987,0
ENSDARG00000113808,0
ENSDARG00000103281,0
ENSDARG00000101469,1
ENSDARG00000098426,0
ENSDARG00000104270,0
ENSDARG00000093461,0
ENSDARG00000103420,0
ENSDARG00000099932,0
ENSDARG00000114391,0
ENSDARG00000104262,0
ENSDARG00000099255,0
ENSDARG00000098213,2
ENSDARG00000099277,0
ENSDARG00000101997,2
ENSDARG00000100386,0
ENSDARG00000103536,0
ENSDARG00000101165,0
ENSDARG00000102256,0
ENSDARG00000098193,0
ENSDARG00000101483,0
ENSDARG00000093254,0
ENSDARG00000098243,0
ENSDARG00000105057,0
ENSDARG00000103031,1
ENSDARG00000102543,0
ENSDARG00000098430,0
ENSDARG00000105304,0
ENSDARG00000099670,0
ENSDARG00000098155,1
ENSDARG00000112406,0
ENSDARG00000116226,0
ENSDARG00000112295,0
ENSDARG00000111237,0
ENSDARG00000115819,498
ENSDARG00000110315,88
ENSDARG00000114779,0
ENSDARG00000099372,27
ENSDARG00000110135,9
ENSDARG00000116179,0
ENSDARG00000111012,0
ENSDARG00000103411,0
ENSDARG00000115716,0
ENSDARG00000114100,1
ENSDARG00000115021,0
ENSDARG00000112047,0
ENSDARG00000109304,0
ENSDARG00000103201,0
ENSDARG00000109296,0
ENSDARG00000112791,1
ENSDARG00000114429,0
ENSDARG00000117174,0
ENSDARG00000114924,0
ENSDARG00000103635,2
ENSDARG00000098506,0
ENSDARG00000103719,0
ENSDARG00000117343,0
ENSDARG00000102455,1
ENSDARG00000110323,0
ENSDARG00000101351,1
ENSDARG00000104893,0
ENSDARG00000113022,0
ENSDARG00000111731,0
ENSDARG00000102342,0
ENSDARG00000100492,1
ENSDARG00000099845,0
ENSDARG00000113974,0
ENSDARG00000098585,1
ENSDARG00000104476,2
ENSDARG00000101912,0
ENSDARG00000101065,0
ENSDARG00000117387,0
ENSDARG00000101968,0
ENSDARG00000115524,0
ENSDARG00000099046,0
ENSDARG00000092938,0
ENSDARG00000098884,0
ENSDARG00000103119,3
ENSDARG00000103417,0
ENSDARG00000103103,1
ENSDARG00000100865,0
ENSDARG00000101664,0
ENSDARG00000101137,1
ENSDARG00000103400,0
ENSDARG00000100777,0
ENSDARG00000100229,0
ENSDARG00000112450,0
ENSDARG00000094500,0
ENSDARG00000099355,12
ENSDARG00000104804,0
ENSDARG00000101274,0
ENSDARG00000110144,0
ENSDARG00000115894,0
ENSDARG00000092197,0
ENSDARG00000100221,0
ENSDARG00000098727,0
ENSDARG00000104124,0
ENSDARG00000103721,0
ENSDARG00000103597,1
ENSDARG00000117381,0
ENSDARG00000087544,1
ENSDARG00000104884,0
ENSDARG00000103636,3
ENSDARG00000101392,0
ENSDARG00000103208,0
ENSDARG00000100137,1
ENSDARG00000117223,0
ENSDARG00000104053,0
ENSDARG00000104362,30
ENSDARG00000116887,0
ENSDARG00000114009,0
ENSDARG00000098775,0
ENSDARG00000113984,0
ENSDARG00000113412,0
ENSDARG00000111764,0
ENSDARG00000116034,0
ENSDARG00000115113,0
ENSDARG00000103968,0
ENSDARG00000111137,0
ENSDARG00000116979,0
ENSDARG00000100257,1
ENSDARG00000103091,0
ENSDARG00000111959,0
ENSDARG00000098244,2
ENSDARG00000111278,0
ENSDARG00000116653,0
ENSDARG00000111330,0
ENSDARG00000109254,0
ENSDARG00000117056,0
ENSDARG00000114101,0
ENSDARG00000109985,0
ENSDARG00000100723,2
ENSDARG00000105058,0
ENSDARG00000104697,3
ENSDARG00000117604,0
ENSDARG00000105266,0
ENSDARG00000103381,1
ENSDARG00000102917,0
ENSDARG00000110637,1
ENSDARG00000098095,0
ENSDARG00000102931,0
ENSDARG00000104335,0
ENSDARG00000116479,0
ENSDARG00000113324,0
ENSDARG00000104888,0
ENSDARG00000098536,0
ENSDARG00000109987,0
ENSDARG00000109781,0
ENSDARG00000116121,0
ENSDARG00000116549,0
ENSDARG00000113358,0
ENSDARG00000111752,0
ENSDARG00000113921,0
ENSDARG00000116964,0
ENSDARG00000110389,0
ENSDARG00000110249,0
ENSDARG00000110122,0
ENSDARG00000113051,0
ENSDARG00000116247,0
ENSDARG00000116336,0
ENSDARG00000101304,1
ENSDARG00000103955,0
ENSDARG00000095992,0
ENSDARG00000114969,0
ENSDARG00000089934,0
ENSDARG00000096127,3
ENSDARG00000095990,0
ENSDARG00000095198,0
ENSDARG00000093220,0
ENSDARG00000113582,0
ENSDARG00000105111,0
ENSDARG00000101842,0
ENSDARG00000100571,1
ENSDARG00000077697,5
ENSDARG00000076255,0
ENSDARG00000109366,0
ENSDARG00000096210,1
ENSDARG00000088915,0
ENSDARG00000109840,0
ENSDARG00000096026,0
ENSDARG00000094195,0
ENSDARG00000094653,0
ENSDARG00000114536,0
ENSDARG00000117302,0
ENSDARG00000078728,0
ENSDARG00000095605,0
ENSDARG00000090734,0
ENSDARG00000092784,0
ENSDARG00000115017,0
ENSDARG00000095998,0
ENSDARG00000096144,0
ENSDARG00000117801,0
ENSDARG00000096024,0
ENSDARG00000114860,0
ENSDARG00000115069,0
ENSDARG00000114557,0
ENSDARG00000112012,0
ENSDARG00000113844,0
ENSDARG00000116616,0
ENSDARG00000115827,0
ENSDARG00000114972,0
ENSDARG00000116911,0
ENSDARG00000113612,0
ENSDARG00000111575,0
ENSDARG00000101524,0
ENSDARG00000099036,0
ENSDARG00000103439,1
ENSDARG00000103343,0
ENSDARG00000112070,0
ENSDARG00000104523,0
ENSDARG00000105144,2
ENSDARG00000104416,1
ENSDARG00000103003,0
ENSDARG00000100647,0
ENSDARG00000099597,0
ENSDARG00000116007,0
ENSDARG00000088301,4
ENSDARG00000110403,0
ENSDARG00000095418,0
ENSDARG00000095155,0
ENSDARG00000092080,1
ENSDARG00000093803,1
ENSDARG00000094223,0
ENSDARG00000095126,1
ENSDARG00000097347,0
ENSDARG00000094304,0
ENSDARG00000096100,0
ENSDARG00000111024,0
ENSDARG00000115032,0
ENSDARG00000113038,0
ENSDARG00000111688,0
ENSDARG00000112896,0
ENSDARG00000112599,0
ENSDARG00000093633,0
ENSDARG00000117620,0
ENSDARG00000092940,0
ENSDARG00000114228,0
ENSDARG00000093576,0
ENSDARG00000094615,0
ENSDARG00000113652,0
ENSDARG00000114186,0
ENSDARG00000109896,0
ENSDARG00000112345,0
ENSDARG00000117081,0
ENSDARG00000112603,0
ENSDARG00000111851,0
ENSDARG00000114646,0
ENSDARG00000100934,0
ENSDARG00000109244,0
ENSDARG00000110684,0
ENSDARG00000109860,0
ENSDARG00000116746,0
ENSDARG00000111592,0
ENSDARG00000113647,0
ENSDARG00000116492,0
ENSDARG00000113873,0
ENSDARG00000110538,0
ENSDARG00000116144,0
ENSDARG00000113682,0
ENSDARG00000110974,0
ENSDARG00000113979,0
ENSDARG00000112166,0
ENSDARG00000109822,0
ENSDARG00000110052,0
ENSDARG00000109322,0
ENSDARG00000112182,0
ENSDARG00000102673,0
ENSDARG00000100421,0
ENSDARG00000100335,3
ENSDARG00000104006,0
ENSDARG00000111178,0
ENSDARG00000116114,0
ENSDARG00000098196,1
ENSDARG00000105038,0
ENSDARG00000102212,0
ENSDARG00000098094,0
ENSDARG00000100329,0
ENSDARG00000114441,0
ENSDARG00000104004,0
ENSDARG00000100384,0
ENSDARG00000101682,0
ENSDARG00000099963,2
ENSDARG00000103527,0
ENSDARG00000104026,7
ENSDARG00000107425,0
ENSDARG00000117773,0
ENSDARG00000099346,0
ENSDARG00000100911,0
ENSDARG00000116149,0
ENSDARG00000116692,0
ENSDARG00000099544,0
ENSDARG00000116367,0
ENSDARG00000110878,4
ENSDARG00000100110,0
ENSDARG00000104822,1
ENSDARG00000098077,0
ENSDARG00000100509,0
ENSDARG00000100460,0
ENSDARG00000099180,1
ENSDARG00000099669,0
ENSDARG00000112928,0
ENSDARG00000103495,0
ENSDARG00000112487,0
ENSDARG00000117644,3
ENSDARG00000105119,4
ENSDARG00000110769,0
ENSDARG00000100090,0
ENSDARG00000111518,0
ENSDARG00000091994,0
ENSDARG00000101946,0
ENSDARG00000098087,0
ENSDARG00000117495,0
ENSDARG00000067592,1
ENSDARG00000117806,0
ENSDARG00000094212,0
ENSDARG00000112369,0
ENSDARG00000099055,0
ENSDARG00000100434,0
ENSDARG00000117113,0
ENSDARG00000102262,0
ENSDARG00000101843,0
ENSDARG00000113713,0
ENSDARG00000099590,1
ENSDARG00000103172,0
ENSDARG00000088847,0
ENSDARG00000103079,1
ENSDARG00000102873,16
ENSDARG00000099347,0
ENSDARG00000105262,0
ENSDARG00000101772,0
ENSDARG00000100652,0
ENSDARG00000098892,1
ENSDARG00000100671,0
ENSDARG00000101230,0
ENSDARG00000104819,0
ENSDARG00000104616,0
ENSDARG00000104887,1
ENSDARG00000100262,2
ENSDARG00000104737,1
ENSDARG00000100842,0
ENSDARG00000111998,2
ENSDARG00000110917,0
ENSDARG00000098628,1
ENSDARG00000100079,0
ENSDARG00000113622,0
ENSDARG00000116572,0
ENSDARG00000110800,0
ENSDARG00000111777,0
ENSDARG00000115010,0
ENSDARG00000117139,0
ENSDARG00000114506,0
ENSDARG00000110860,0
ENSDARG00000099293,0
ENSDARG00000113010,0
ENSDARG00000110107,0
ENSDARG00000115725,0
ENSDARG00000115917,0
ENSDARG00000109367,0
ENSDARG00000114596,0
ENSDARG00000115107,0
ENSDARG00000109213,0
ENSDARG00000113141,0
ENSDARG00000115443,0
ENSDARG00000111255,0
ENSDARG00000112813,0
ENSDARG00000112158,0
ENSDARG00000112350,0
ENSDARG00000113908,0
ENSDARG00000105219,0
ENSDARG00000109255,0
ENSDARG00000098199,0
ENSDARG00000100370,1
ENSDARG00000112586,0
ENSDARG00000100463,0
ENSDARG00000104088,0
ENSDARG00000101528,0
ENSDARG00000103458,0
ENSDARG00000098604,0
ENSDARG00000107283,0
ENSDARG00000098383,0
ENSDARG00000116620,0
ENSDARG00000115312,0
ENSDARG00000114875,0
ENSDARG00000114713,0
ENSDARG00000110861,0
ENSDARG00000104226,0
ENSDARG00000094175,0
ENSDARG00000098991,2
ENSDARG00000103239,0
ENSDARG00000104892,0
ENSDARG00000100556,0
ENSDARG00000100761,0
ENSDARG00000113804,0
ENSDARG00000100160,2
ENSDARG00000116574,0
ENSDARG00000104446,0
ENSDARG00000098183,0
ENSDARG00000100864,2
ENSDARG00000103227,0
ENSDARG00000109951,0
ENSDARG00000101174,0
ENSDARG00000115416,0
ENSDARG00000104266,0
ENSDARG00000117453,0
ENSDARG00000099048,0
ENSDARG00000112940,0
ENSDARG00000112473,0
ENSDARG00000116873,0
ENSDARG00000115589,0
ENSDARG00000103749,0
ENSDARG00000113887,0
ENSDARG00000116061,0
ENSDARG00000116189,0
ENSDARG00000116342,0
ENSDARG00000111532,0
ENSDARG00000117047,0
ENSDARG00000115808,0
ENSDARG00000103784,0
ENSDARG00000111972,0
ENSDARG00000113519,7
ENSDARG00000112493,0
ENSDARG00000112043,0
ENSDARG00000113826,0
ENSDARG00000098351,0
ENSDARG00000112684,0
ENSDARG00000116915,6
ENSDARG00000114740,0
ENSDARG00000112330,0
ENSDARG00000113298,0
ENSDARG00000116166,0
ENSDARG00000116954,0
ENSDARG00000116338,0
ENSDARG00000116652,0
ENSDARG00000111566,0
ENSDARG00000101714,0
ENSDARG00000116474,0
ENSDARG00000116679,0
ENSDARG00000116756,0
ENSDARG00000100001,2
ENSDARG00000114332,2
ENSDARG00000105067,1
ENSDARG00000112061,0
ENSDARG00000113294,0
ENSDARG00000100302,0
ENSDARG00000099262,0
ENSDARG00000113526,0
ENSDARG00000111458,389
ENSDARG00000113006,0
ENSDARG00000111460,25
ENSDARG00000115847,0
ENSDARG00000110028,0
ENSDARG00000114192,0
ENSDARG00000098189,3
ENSDARG00000101389,0
ENSDARG00000115693,0
ENSDARG00000111550,0
ENSDARG00000104167,0
ENSDARG00000098541,0
ENSDARG00000096142,0
ENSDARG00000114364,0
ENSDARG00000104009,0
ENSDARG00000100219,2
ENSDARG00000109126,0
ENSDARG00000104502,5
ENSDARG00000101484,2
ENSDARG00000113780,0
ENSDARG00000100568,1
ENSDARG00000099337,0
ENSDARG00000111563,0
ENSDARG00000113698,0
ENSDARG00000101634,0
ENSDARG00000115655,0
ENSDARG00000116717,1
ENSDARG00000099415,0
ENSDARG00000098220,1
ENSDARG00000102999,0
ENSDARG00000103497,0
ENSDARG00000098494,0
ENSDARG00000101834,0
ENSDARG00000117183,0
ENSDARG00000113672,0
ENSDARG00000111180,0
ENSDARG00000114693,0
ENSDARG00000113401,0
ENSDARG00000112565,0
ENSDARG00000111324,0
ENSDARG00000109697,0
ENSDARG00000112878,0
ENSDARG00000103247,0
ENSDARG00000109319,0
ENSDARG00000101807,0
ENSDARG00000104341,0
ENSDARG00000105091,0
ENSDARG00000104561,0
ENSDARG00000103283,0
ENSDARG00000105242,0
ENSDARG00000099090,1
ENSDARG00000114716,1
ENSDARG00000102884,0
ENSDARG00000101327,0
ENSDARG00000109530,0
ENSDARG00000115792,0
ENSDARG00000114078,0
ENSDARG00000109871,0
ENSDARG00000099341,0
ENSDARG00000100743,1
ENSDARG00000086179,0
ENSDARG00000098835,0
ENSDARG00000101966,0
ENSDARG00000101388,1
ENSDARG00000104619,1
ENSDARG00000099910,0
ENSDARG00000098444,0
ENSDARG00000102616,2
ENSDARG00000110810,0
ENSDARG00000102360,0
ENSDARG00000101272,0
ENSDARG00000112027,0
ENSDARG00000103371,0
ENSDARG00000102853,0
ENSDARG00000113391,0
ENSDARG00000088443,0
ENSDARG00000099466,0
ENSDARG00000090824,0
ENSDARG00000117469,0
ENSDARG00000102581,0
ENSDARG00000098851,0
ENSDARG00000104986,0
ENSDARG00000101555,0
ENSDARG00000102839,0
ENSDARG00000100930,0
ENSDARG00000104787,0
ENSDARG00000104897,0
ENSDARG00000103324,0
ENSDARG00000101756,1
ENSDARG00000105279,2
ENSDARG00000099571,0
ENSDARG00000100950,0
ENSDARG00000101728,0
ENSDARG00000103254,3
ENSDARG00000101071,0
ENSDARG00000101421,0
ENSDARG00000101087,2
ENSDARG00000116086,0
ENSDARG00000104590,0
ENSDARG00000100240,0
ENSDARG00000100464,0
ENSDARG00000102225,0
ENSDARG00000102638,0
ENSDARG00000101403,0
ENSDARG00000101902,0
ENSDARG00000102713,3
ENSDARG00000115256,0
ENSDARG00000115029,0
ENSDARG00000102031,0
ENSDARG00000103100,0
ENSDARG00000099643,0
ENSDARG00000098305,0
ENSDARG00000104650,0
ENSDARG00000099789,0
ENSDARG00000098979,1
ENSDARG00000104890,2
ENSDARG00000100338,1
ENSDARG00000100006,1
ENSDARG00000101828,0
ENSDARG00000099381,1
ENSDARG00000100811,0
ENSDARG00000101757,1
ENSDARG00000103306,0
ENSDARG00000114142,2
ENSDARG00000092139,0
ENSDARG00000112831,0
ENSDARG00000114396,0
ENSDARG00000102156,0
ENSDARG00000098066,0
ENSDARG00000099711,0
ENSDARG00000117400,0
ENSDARG00000101514,0
ENSDARG00000104817,5
ENSDARG00000098716,0
ENSDARG00000105976,1
ENSDARG00000102283,0
ENSDARG00000101014,0
ENSDARG00000116300,6
ENSDARG00000104163,0
ENSDARG00000090998,2
ENSDARG00000117524,0
ENSDARG00000091841,0
ENSDARG00000112072,0
ENSDARG00000091393,1
ENSDARG00000105731,10
ENSDARG00000105829,0
ENSDARG00000075417,3
ENSDARG00000103375,4
ENSDARG00000089598,2
ENSDARG00000089092,1
ENSDARG00000098324,0
ENSDARG00000089715,0
ENSDARG00000090942,1
ENSDARG00000103952,1
ENSDARG00000101908,12
ENSDARG00000101645,3
ENSDARG00000111905,0
ENSDARG00000098811,2
ENSDARG00000102586,4
ENSDARG00000099864,1
ENSDARG00000098722,0
ENSDARG00000102460,0
ENSDARG00000104120,0
ENSDARG00000113301,0
ENSDARG00000105739,0
ENSDARG00000102835,0
ENSDARG00000105696,4
ENSDARG00000103865,3
ENSDARG00000101365,4
ENSDARG00000105781,1
ENSDARG00000103850,3
ENSDARG00000091869,2
ENSDARG00000095030,2
ENSDARG00000105728,2
ENSDARG00000095135,5
ENSDARG00000074298,10
ENSDARG00000096111,0
ENSDARG00000105713,0
ENSDARG00000098389,0
ENSDARG00000054957,3
ENSDARG00000077239,0
ENSDARG00000096120,4
ENSDARG00000075470,2
ENSDARG00000096030,0
ENSDARG00000096141,1
ENSDARG00000101193,3
ENSDARG00000103751,2
ENSDARG00000095670,0
ENSDARG00000073708,3
ENSDARG00000105816,4
ENSDARG00000102154,1
ENSDARG00000094612,1
ENSDARG00000094551,3
ENSDARG00000092608,1
ENSDARG00000080016,0
ENSDARG00000105727,1
ENSDARG00000105692,1
ENSDARG00000105806,0
ENSDARG00000113971,1
ENSDARG00000088367,0
ENSDARG00000086752,0
ENSDARG00000117736,0
ENSDARG00000116221,0
ENSDARG00000086576,3
ENSDARG00000100752,9
ENSDARG00000105760,0
ENSDARG00000103350,5
ENSDARG00000105744,20
ENSDARG00000076624,4
ENSDARG00000091499,0
ENSDARG00000105746,0
ENSDARG00000017108,0
ENSDARG00000105822,14
ENSDARG00000109502,3
ENSDARG00000017454,12
ENSDARG00000068830,4
ENSDARG00000005126,1
ENSDARG00000100624,5
ENSDARG00000112073,0
ENSDARG00000090570,1
ENSDARG00000087867,0
ENSDARG00000117634,0
ENSDARG00000059409,3
ENSDARG00000102191,43
ENSDARG00000103844,1
ENSDARG00000102468,0
ENSDARG00000104916,1
ENSDARG00000103197,1
ENSDARG00000098369,2
ENSDARG00000099112,1
ENSDARG00000090392,1
ENSDARG00000103314,0
ENSDARG00000104956,7
ENSDARG00000098218,2
ENSDARG00000101571,3
ENSDARG00000101551,0
ENSDARG00000104166,1
ENSDARG00000102432,0
ENSDARG00000100348,0
ENSDARG00000104008,1
ENSDARG00000101653,0
ENSDARG00000102575,0
ENSDARG00000098653,0
ENSDARG00000104966,1
ENSDARG00000112632,1
ENSDARG00000099327,0
ENSDARG00000103186,1
ENSDARG00000102473,6
ENSDARG00000101690,0
ENSDARG00000101030,3
ENSDARG00000101675,0
ENSDARG00000105724,0
ENSDARG00000105810,0
ENSDARG00000102679,4
ENSDARG00000101883,10
ENSDARG00000100294,6
ENSDARG00000104208,0
ENSDARG00000100164,0
ENSDARG00000089142,2
ENSDARG00000077205,4
ENSDARG00000029105,1
ENSDARG00000113741,0
ENSDARG00000116378,2
ENSDARG00000054898,3
ENSDARG00000094809,6
ENSDARG00000094854,2
ENSDARG00000043802,3
ENSDARG00000092204,1
ENSDARG00000105674,0
ENSDARG00000043798,0
ENSDARG00000043796,5
ENSDARG00000091970,0
ENSDARG00000007018,0
ENSDARG00000095695,0
ENSDARG00000014024,1
ENSDARG00000053563,0
ENSDARG00000093546,0
ENSDARG00000097527,0
ENSDARG00000099099,6
ENSDARG00000105672,1
ENSDARG00000105743,0
ENSDARG00000105800,1
ENSDARG00000105694,0
ENSDARG00000106998,0
ENSDARG00000089296,3
ENSDARG00000095013,4
ENSDARG00000094215,4
ENSDARG00000095696,1
ENSDARG00000095717,1
ENSDARG00000105831,2
ENSDARG00000105689,4
ENSDARG00000096001,2
ENSDARG00000102480,0
ENSDARG00000104678,4
ENSDARG00000085395,0
ENSDARG00000095486,0
ENSDARG00000075090,0
ENSDARG00000099076,0
ENSDARG00000105712,0
ENSDARG00000076476,0
ENSDARG00000101763,0
ENSDARG00000102027,0
ENSDARG00000099945,1
ENSDARG00000092241,0
ENSDARG00000043781,6
ENSDARG00000097086,4
ENSDARG00000097215,2
ENSDARG00000076442,1
ENSDARG00000053695,9
ENSDARG00000113837,0
ENSDARG00000105784,1
ENSDARG00000101156,0
ENSDARG00000105051,0
ENSDARG00000105691,0
ENSDARG00000100780,0
ENSDARG00000104108,31
ENSDARG00000115094,2
ENSDARG00000112275,1051
ENSDARG00000115988,42
ENSDARG00000081218,0
ENSDARG00000115978,412
ENSDARG00000113671,1034
ENSDARG00000097345,0
ENSDARG00000096762,0
ENSDARG00000068874,0
ENSDARG00000092759,3
ENSDARG00000068869,0
ENSDARG00000068865,0
ENSDARG00000096726,0
ENSDARG00000068857,0
ENSDARG00000025046,1
ENSDARG00000099384,0
ENSDARG00000100669,3
ENSDARG00000104380,3
ENSDARG00000101992,4
ENSDARG00000100654,0
ENSDARG00000090778,3
ENSDARG00000078014,3
ENSDARG00000097583,3
ENSDARG00000078520,4
ENSDARG00000039302,8
ENSDARG00000032405,21
ENSDARG00000087206,2
ENSDARG00000099824,0
ENSDARG00000104674,180
ENSDARG00000101049,1
ENSDARG00000104282,0
ENSDARG00000089701,2
ENSDARG00000114329,0
ENSDARG00000104069,14
ENSDARG00000104090,1
ENSDARG00000059020,1
ENSDARG00000023495,7
ENSDARG00000115316,0
ENSDARG00000028663,1
ENSDARG00000115526,0
ENSDARG00000112702,0
ENSDARG00000089382,217615
ENSDARG00000116751,0
ENSDARG00000114355,6
ENSDARG00000086896,8
ENSDARG00000115659,0
ENSDARG00000075952,9
ENSDARG00000032997,31
ENSDARG00000102788,0
ENSDARG00000098889,0
ENSDARG00000115962,0
ENSDARG00000103525,0
ENSDARG00000115177,0
ENSDARG00000104647,1
ENSDARG00000114750,0
ENSDARG00000112476,13
ENSDARG00000086753,30
ENSDARG00000089781,0
ENSDARG00000010042,96
ENSDARG00000083179,0
ENSDARG00000063197,4
ENSDARG00000016594,5
ENSDARG00000037172,0
ENSDARG00000104722,15
ENSDARG00000099226,1
ENSDARG00000105237,1
ENSDARG00000038312,10
ENSDARG00000081347,0
ENSDARG00000033355,0
ENSDARG00000042090,0
ENSDARG00000045982,0
ENSDARG00000051783,2173
ENSDARG00000081702,0
ENSDARG00000115262,0
ENSDARG00000083378,0
ENSDARG00000051785,4
ENSDARG00000110675,0
ENSDARG00000097550,0
ENSDARG00000094300,76
ENSDARG00000043644,18
ENSDARG00000063126,46
ENSDARG00000106085,0
ENSDARG00000043589,4
ENSDARG00000089856,5
ENSDARG00000106425,0
ENSDARG00000113093,0
ENSDARG00000102078,1
ENSDARG00000104043,1
ENSDARG00000112165,2
ENSDARG00000103846,56
ENSDARG00000098751,0
ENSDARG00000117770,0
ENSDARG00000018351,45
ENSDARG00000104686,0
ENSDARG00000113969,15
ENSDARG00000082167,0
ENSDARG00000103792,3
ENSDARG00000117274,0
ENSDARG00000117282,1
ENSDARG00000117803,0
ENSDARG00000067626,78
ENSDARG00000041065,18
ENSDARG00000096920,2
ENSDARG00000117668,3
ENSDARG00000110111,0
ENSDARG00000089107,0
ENSDARG00000104054,0
ENSDARG00000063021,3
ENSDARG00000039887,46
ENSDARG00000023950,3
ENSDARG00000101035,0
ENSDARG00000073761,1
ENSDARG00000079244,1
ENSDARG00000055086,26
ENSDARG00000046090,7
