1026	Cell cycle checkpoints	113	117	42	38	7	42	37	36	42	7	7	381	110	8489	0.86723	0.24123	0.3546	5.98	12442;22390;17219;434175;12447;22123;19181	ccnb2;wee1;mcm6;ccnb1-ps;ccne1;psmd3;psmc2	Ccnb2_29477;Wee1_57745;Mcm6_29352;Ccnb1_31338;Ccne1_80378;Psmd3_74969;Psmc2_60765	17219(0.367);12447(-0.1638)	8.78869857142857	11.497	3.08764	4.917206891045734	9.139644815871206	4.723381341336485	5.292481428571429	5.99081	1.09997	3.281448305679615	5.640867767636433	3.0961565334568304	15.943209999999999	14.2946	5.30624	8.47902592424193	16.358592491601698	8.404934984009305	4.5	12.4846			13.1399;3.7626;14.1816;11.8293;3.08764;11.497;4.02285	5.99081;1.09997;9.2939;8.01296;2.14162;7.82304;2.68507	14.2946;12.3039;29.0955;21.9022;5.30624;21.0091;7.69093	0	7	0															7	12442;22390;17219;434175;12447;22123;19181	Ccnb2_29477;Wee1_57745;Mcm6_29352;Ccnb1_31338;Ccne1_80378;Psmd3_74969;Psmc2_60765	8.78869857142857	11.497	4.917206891045734	5.292481428571429	5.99081	3.281448305679615	15.943209999999999	14.2946	8.47902592424193	13.1399;3.7626;14.1816;11.8293;3.08764;11.497;4.02285	5.99081;1.09997;9.2939;8.01296;2.14162;7.82304;2.68507	14.2946;12.3039;29.0955;21.9022;5.30624;21.0091;7.69093	0						Hill,2(0.29);Linear,3(0.43);Poly 2,2(0.29)	9.372110813004195	91.60315823554993	3.0189034938812256	37.21827697753906	11.91494695949387	9.73466682434082	5.145980729375747	12.431416413481394	2.8615505046275227	7.723412352515334	9.661859692428155	22.224560307571846	DOWN	0.0	1.0	0.0	
1027	G1 to S cell cycle control	66	67	35	33	8	35	32	32	35	8	8	380	59	8540	0.9978	0.0078837	0.0078837	11.94	22390;18974;17420;17219;13197;66671;434175;12447	wee1;pole2;mnat1;mcm6;gadd45a;ccnh;ccnb1-ps;ccne1	Wee1_57745;Pole2_75604;Mnat1_31677;Mcm6_29352;Gadd45a_31917;Ccnh_73712;Ccnb1_31338;Ccne1_80378	18974(-0.3419);17420(-0.7394);17219(0.367);13197(-0.317);66671(-0.8399);12447(-0.1638)	11.28314375	12.87815	3.08764	6.293471398071262	14.924524216216216	7.0636976552064095	7.1471462500000005	8.158104999999999	1.09997	4.076639665074086	9.35468598618167	4.15918342124933	18.7735675	22.2701	5.30624	7.990078837722538	20.158249297297303	6.373767818777998	2.5	9.639005000000001	5.5	14.08155	3.7626;13.9815;7.44871;14.1816;13.927;22.0468;11.8293;3.08764	1.09997;9.65256;5.32701;9.2939;8.30325;13.3459;8.01296;2.14162	12.3039;23.8074;11.9041;29.0955;23.2312;22.638;21.9022;5.30624	2	6	2	13197;66671	Gadd45a_31917;Ccnh_73712	17.9869	17.9869	5.741565641878535	10.824575	10.824575	3.565692010150354	22.934600000000003	22.934600000000003	0.41945574259965607	13.927;22.0468	8.30325;13.3459	23.2312;22.638	6	22390;18974;17420;17219;434175;12447	Wee1_57745;Pole2_75604;Mnat1_31677;Mcm6_29352;Ccnb1_31338;Ccne1_80378	9.048558333333334	9.639005000000001	4.98894722408011	5.921336666666666	6.669985	3.675762722770156	17.386556666666667	17.10305	8.950334054864474	3.7626;13.9815;7.44871;14.1816;11.8293;3.08764	1.09997;9.65256;5.32701;9.2939;8.01296;2.14162	12.3039;23.8074;11.9041;29.0955;21.9022;5.30624	0						Hill,4(0.5);Linear,3(0.38);Poly 2,1(0.13)	10.25603658955157	134.39087390899658	1.7919368743896484	44.2344856262207	16.07324343341682	11.511069536209106	6.921990573275823	15.644296926724177	4.322179089404617	9.972113410595384	13.236725350198643	24.310409649801354	DOWN	0.25	0.75	0.0	
1028	Influenza factor interactions with host	4	5	2	2	0	2	2	2	2	0	0	388	5	8594	0.80194	1.0	1.0	0.0																														0	0	0															0															0																							
1029	Assembly of the ORC complex at the origin of replication	6	6	3	3	0	3	3	3	3	0	0	388	6	8593	0.7673	1.0	1.0	0.0																														0	0	0															0															0																							
103	Ion channel function in vascular endothelium	8	16	2	2	0	2	2	2	2	0	0	388	16	8583	0.49325	1.0	1.0	0.0																														0	0	0															0															0																							
1031	Assembly of influenza viral components at the budding site	2	3	1	1	0	1	1	0	1	0	0	388	3	8596	0.87598	1.0	1.0	0.0																														0	0	0															0															0																							
1032	Assembly of HIV virion	10	11	2	1	0	2	1	1	2	0	0	388	11	8588	0.61524	1.0	1.0	0.0																														0	0	0															0															0																							
1034	Chromosome maintenance	67	103	27	27	4	26	27	25	27	4	4	384	99	8500	0.53989	0.65556	1.0	3.88	76464;56505;18974;102920	knl1;ruvbl1;pole2;cenpi	Knl1_79682;Ruvbl1_29584;Pole2_75604;Cenpi_30714	56505(-0.08688);18974(-0.3419)	5.6476755	3.855225	0.898752	5.744802609420188	5.11605487674755	5.572472855642418	3.79667575	2.5862	0.361743	4.049977980429719	3.4042624999196534	3.9413581061491416	10.231855	7.267235	2.58555	9.388582462049317	9.44557595372007	9.07439397585397					0.898752;4.39263;13.9815;3.31782	0.361743;2.89142;9.65256;2.28098	2.58555;8.69851;23.8074;5.83596	0	4	0															4	76464;56505;18974;102920	Knl1_79682;Ruvbl1_29584;Pole2_75604;Cenpi_30714	5.6476755	3.855225	5.744802609420188	3.79667575	2.5862	4.049977980429719	10.231855	7.267235	9.388582462049317	0.898752;4.39263;13.9815;3.31782	0.361743;2.89142;9.65256;2.28098	2.58555;8.69851;23.8074;5.83596	0						Hill,2(0.5);Poly 2,2(0.5)	13.321202848875988	74.0875883102417	2.812809944152832	35.94627380371094	13.577183336558733	17.664252281188965	0.017768942768215723	11.277582057231784	-0.1723026708211246	7.765654170821124	1.0310441871916698	19.43266581280833	DOWN	0.0	1.0	0.0	
1035	CDC6 association with the ORC-origin complex	11	11	5	5	0	5	5	5	5	0	0	388	11	8588	0.61524	1.0	1.0	0.0																														0	0	0															0															0																							
1036	Influenza viral RNA transcription and replication	84	114	21	21	8	21	21	21	21	8	8	380	106	8493	0.94229	0.11929	0.15857	7.02	54127;20054;76846;76808;110954;20005;26961;20022	rps28;rps15;rps9;rpl18a;rpl10;rpl9;rpl8;polr2j	Rps28_75512;Rps15_62945;Rps9_64050;Rpl18a_78208;Rpl10_68659;Rpl9-ps6_75127,Rpl9_77075;Rpl8_62432;Polr2j_76242	76846(-0.814);110954(-0.9508);20022(0.006872)	9.893205624999998	10.1064475	4.79452	3.5009581674750563	9.958448557767623	3.8132285277188043	6.86932625	6.426855	1.55126	3.312174369917906	7.00880179699739	3.7039003806403192	16.70437875	15.69689	9.09615	5.61288522375445	16.796988252610962	5.994807209814771	4.5	11.6766			8.17674;14.0534;12.0882;13.907;4.79452;8.947894999999999;5.91289;11.265	5.80072;11.5785;8.15931;10.8085;1.55126;5.70956;4.29377;7.05299	13.3392;23.3143;22.6167;22.8712;11.0037;15.93948;9.09615;15.4543	8	1	7	54127;20054;76846;76808;110954;20005;26961	Rps28_75512;Rps15_62945;Rps9_64050;Rpl18a_78208;Rpl10_68659;Rpl9-ps6_75127,Rpl9_77075;Rpl8_62432	9.697234999999997	8.947894999999999	3.733771672731437	6.843088571428572	5.80072	3.5766591048464424	16.882961428571427	15.93948	6.0380104953602896	8.17674;14.0534;12.0882;13.907;4.79452;8.947894999999999;5.91289	5.80072;11.5785;8.15931;10.8085;1.55126;5.70956;4.29377	13.3392;23.3143;22.6167;22.8712;11.0037;15.93948;9.09615	1	20022	Polr2j_76242	11.265	11.265		7.05299	7.05299		15.4543	15.4543		11.265	7.05299	15.4543	0						Hill,5(0.56);Linear,3(0.34);Poly 2,1(0.12)	4.512837967588604	47.42460346221924	1.8885903358459473	12.158000946044922	3.2004433829857715	5.052722454071045	7.4671653893454035	12.319245860654597	4.574106511707593	9.164545988292407	12.81484773033623	20.593909769663778	UP	0.875	0.125	0.0	
1037	Deposition of new CENP-A-containing nucleosomes at the centromere	16	46	10	10	3	9	10	9	10	3	3	385	43	8556	0.86421	0.31936	0.44999	6.52	76464;56505;102920	knl1;ruvbl1;cenpi	Knl1_79682;Ruvbl1_29584;Cenpi_30714	56505(-0.08688)	2.869734	3.31782	0.898752	1.7895199544201785	2.710884064964249	1.936459763102996	1.8447143333333333	2.28098	0.361743	1.3200614493334515	1.7091166204290091	1.4210433463026053	5.706673333333334	5.83596	2.58555	3.058530083558659	5.549252698672115	3.325746845613894	1.5	3.855225			0.898752;4.39263;3.31782	0.361743;2.89142;2.28098	2.58555;8.69851;5.83596	0	3	0															3	76464;56505;102920	Knl1_79682;Ruvbl1_29584;Cenpi_30714	2.869734	3.31782	1.7895199544201785	1.8447143333333333	2.28098	1.3200614493334515	5.706673333333334	5.83596	3.058530083558659	0.898752;4.39263;3.31782	0.361743;2.89142;2.28098	2.58555;8.69851;5.83596	0						Hill,1(0.34);Poly 2,2(0.67)	11.955594734186112	55.66035175323486	2.812809944152832	35.94627380371094	16.628406035727675	16.901268005371094	0.8447015382867931	4.894766461713207	0.3509241804190819	3.338504486247585	2.2456207258817	9.167725940784967	DOWN	0.0	1.0	0.0	
1038	DNA repair	95	104	31	31	7	31	30	29	31	7	7	381	97	8502	0.91997	0.1622	0.21903	6.73	230484;80905;13870;20022;18974;17420;66671	usp1;polh;ercc1;polr2j;pole2;mnat1;ccnh	Usp1_65620;Polh_57461;Ercc1_76724;Polr2j_76242;Pole2_75604;Mnat1_31677;Ccnh_73712	230484(0.3602);13870(-0.5471);20022(0.006872);18974(-0.3419);17420(-0.7394);66671(-0.8399)	11.781838285714286	13.2875	0.741058	6.5460559743813596	14.554965943366831	7.385736804203783	6.813247428571429	7.05299	0.185832	4.392784910742421	8.732823149489755	4.666397958768889	17.17172	15.8843	3.02274	8.296109236551791	18.352865801978652	7.141686948597722	4.5	13.841899999999999			0.741058;13.2875;13.7023;11.265;13.9815;7.44871;22.0468	0.185832;3.08672;9.04172;7.05299;9.65256;5.32701;13.3459	3.02274;15.8843;27.4912;15.4543;23.8074;11.9041;22.638	2	5	2	13870;66671	Ercc1_76724;Ccnh_73712	17.87455	17.87455	5.900452535611149	11.19381	11.19381	3.043514865447519	25.0646	25.0646	3.4317306304545725	13.7023;22.0468	9.04172;13.3459	27.4912;22.638	5	230484;80905;20022;18974;17420	Usp1_65620;Polh_57461;Polr2j_76242;Pole2_75604;Mnat1_31677	9.3447536	11.265	5.439452451761552	5.061022400000001	5.32701	3.6327074358498503	14.014568	15.4543	7.528988021714473	0.741058;13.2875;11.265;13.9815;7.44871	0.185832;3.08672;7.05299;9.65256;5.32701	3.02274;15.8843;15.4543;23.8074;11.9041	0						Hill,5(0.72);Linear,2(0.29)	5.540882381302291	50.011868715286255	1.7919368743896484	18.427236557006836	5.647099421543576	5.645426273345947	6.932452156288215	16.631224415140355	3.5590268262614067	10.067468030881448	11.025876270984249	23.317563729015752	DOWN	0.2857142857142857	0.7142857142857143	0.0	
1039	Double-strand break repair	21	22	6	6	0	6	6	6	6	0	0	388	22	8577	0.37829	1.0	1.0	0.0																														0	0	0															0															0																							
104	Ras signaling pathway	24	25	8	8	1	7	6	6	8	1	1	387	24	8575	0.70599	0.66874	1.0	4.0	12048	bcl2l1	Bcl2l1_29914	12048(-0.007109)	13.2517	13.2517	13.2517		13.2517		9.10057	9.10057	9.10057		9.10057		14.5552	14.5552	14.5552		14.5552						13.2517	9.10057	14.5552	1	0	1	12048	Bcl2l1_29914	13.2517	13.2517		9.10057	9.10057		14.5552	14.5552		13.2517	9.10057	14.5552	0															0						Hill,1(1)	3.6220531463623047	3.6220531463623047	3.6220531463623047	3.6220531463623047	0.0	3.6220531463623047	13.2517	13.2517	9.10057	9.10057	14.5552	14.5552	UP	1.0	0.0	0.0	
1040	ATM-mediated phosphorylation of repair proteins	4	5	1	1	0	1	1	1	1	0	0	388	5	8594	0.80194	1.0	1.0	0.0																														0	0	0															0															0																							
1041	Global genomic nucleotide excision repair (GG-NER)	31	33	14	14	4	14	14	14	14	4	4	384	29	8570	0.98721	0.05217	0.05217	12.12	13870;18974;17420;66671	ercc1;pole2;mnat1;ccnh	Ercc1_76724;Pole2_75604;Mnat1_31677;Ccnh_73712	13870(-0.5471);18974(-0.3419);17420(-0.7394);66671(-0.8399)	14.2948275	13.841899999999999	7.44871	5.983635055300831	16.960990045774256	7.036745303011738	9.3417975	9.34714	5.32701	3.2831882542266215	10.646138624539466	3.8172722790383187	21.460175	23.222700000000003	11.9041	6.697974044129564	20.969350653120465	5.976804225567245	0.5	10.575505	2.5	18.01415	13.7023;13.9815;7.44871;22.0468	9.04172;9.65256;5.32701;13.3459	27.4912;23.8074;11.9041;22.638	2	2	2	13870;66671	Ercc1_76724;Ccnh_73712	17.87455	17.87455	5.900452535611149	11.19381	11.19381	3.043514865447519	25.0646	25.0646	3.4317306304545725	13.7023;22.0468	9.04172;13.3459	27.4912;22.638	2	18974;17420	Pole2_75604;Mnat1_31677	10.715105000000001	10.715105000000001	4.619380109067661	7.4897849999999995	7.4897849999999995	3.0586257373614703	17.85575	17.85575	8.416904148497832	13.9815;7.44871	9.65256;5.32701	23.8074;11.9041	0						Hill,2(0.5);Linear,2(0.5)	6.568245364905549	35.84890413284302	1.7919368743896484	18.427236557006836	7.1424849954110945	7.814865350723267	8.430865145805182	20.15878985419482	6.124273010857906	12.559321989142092	14.896160436753028	28.02418956324697	CONFLICT	0.5	0.5	0.0	
1042	DNA double-strand break processing	3	3	1	1	0	1	1	1	1	0	0	388	3	8596	0.87598	1.0	1.0	0.0																														0	0	0															0															0																							
1043	Transport to the Golgi and subsequent modification	32	36	16	16	4	16	13	13	16	4	4	384	32	8567	0.98171	0.067993	0.067993	11.11	56386;17158;14595;53618	b4galt6;man2a1;b4galt1;fut8	B4galt6_60896;Man2a1_60251;B4galt1_69743;Fut8_54310	14595(0.3114)	13.890279999999999	13.9561	9.93552	3.1763679969843954	13.947676705267089	2.4023682706627296	10.8812525	11.2789	6.90041	3.006479399179656	11.32690363559955	2.3435548477702737	21.6113	22.67405	17.1441	3.0563515101070107	21.91490217594322	2.339474609628155	0.5	11.92676	2.5	15.8538	13.918;17.7134;13.9942;9.93552	10.6442;14.0668;11.9136;6.90041	23.953;23.0775;22.2706;17.1441	0	4	0															4	56386;17158;14595;53618	B4galt6_60896;Man2a1_60251;B4galt1_69743;Fut8_54310	13.890279999999999	13.9561	3.1763679969843954	10.8812525	11.2789	3.006479399179656	21.6113	22.67405	3.0563515101070107	13.918;17.7134;13.9942;9.93552	10.6442;14.0668;11.9136;6.90041	23.953;23.0775;22.2706;17.1441	0						Hill,3(0.75);Linear,1(0.25)	4.590880947047115	20.849156618118286	2.451747417449951	9.619295120239258	3.1227871815686186	4.389057040214539	10.777439362955292	17.00312063704471	7.934902688803938	13.827602311196063	18.616075520095144	24.606524479904863	DOWN	0.0	1.0	0.0	
1044	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	44	93	8	8	2	8	7	7	8	2	2	386	91	8508	0.22795	0.91536	0.44086	2.15	53945;18174	slc40a1;slc11a2	Slc40a1_74363;Slc11a2_30661	53945(0.04651);18174(-0.4389)	4.705080000000001	4.705080000000001	1.92833	3.926917509319491	5.072079965616834	3.892467491896945	3.0091599999999996	3.0091599999999996	0.66954	3.3087223347993406	3.3183849786824364	3.2796956129979042	9.474885	9.474885	6.98197	3.5255142028433255	9.804370808692065	3.494585611798785					1.92833;7.48183	0.66954;5.34878	6.98197;11.9678	2	0	2	53945;18174	Slc40a1_74363;Slc11a2_30661	4.705080000000001	4.705080000000001	3.926917509319491	3.0091599999999996	3.0091599999999996	3.3087223347993406	9.474885	9.474885	3.5255142028433255	1.92833;7.48183	0.66954;5.34878	6.98197;11.9678	0															0						Hill,1(0.5);Linear,1(0.5)	11.219121814903222	72.86863720417023	1.7703477144241333	71.0982894897461	49.02225775503629	36.43431860208511	-0.7373499999999993	10.14751	-1.5764951999999997	7.594815199999999	4.588771599999999	14.360998400000001	UP	1.0	0.0	0.0	
1045	Transport of inorganic cations/anions and amino acids/oligopeptides	61	95	19	17	5	19	16	16	19	4	4	384	91	8508	0.60855	0.59183	1.0	4.21	215113;94249;55963;27376	slc43a2;slc24a3;slc1a4;slc25a10	Slc43a2_64008;Slc24a3_79310;Slc1a4_29791;Slc25a10_80285		14.885725	13.5899	7.3384	7.373862976023263	16.24981649281409	6.601553591626442	9.0982725	8.140239999999999	5.25431	4.07721404757689	9.731921726356049	3.7918897981703803	20.285800000000002	21.3601	11.6929	7.108894510869221	22.886522050301345	5.698954788512103					7.3384;13.5559;13.6239;25.0247	5.25431;7.93849;8.34199;14.8583	11.6929;25.4792;17.241;26.7301	2	2	2	215113;55963	Slc43a2_64008;Slc1a4_29791	10.48115	10.48115	4.444519673148051	6.79815	6.79815	2.183319466134078	14.46695	14.46695	3.923099132701082	7.3384;13.6239	5.25431;8.34199	11.6929;17.241	2	94249;27376	Slc24a3_79310;Slc25a10_80285	19.2903	19.2903	8.10966625207228	11.398395	11.398395	4.893044575522478	26.10465	26.10465	0.8845198725862743	13.5559;25.0247	7.93849;14.8583	25.4792;26.7301	0						Hill,3(0.75);Linear,1(0.25)	9.296476800202258	42.41630554199219	5.645426273345947	20.590097427368164	6.815215990837779	8.090390920639038	7.659339283497203	22.112110716502798	5.102602733374647	13.093942266625353	13.319083379348154	27.252516620651843	CONFLICT	0.5	0.5	0.0	
1046	Transport of vitamins, nucleosides, and related molecules	20	29	8	8	2	8	6	6	8	2	2	386	27	8572	0.87209	0.35818	0.35818	6.9	26457;108096	slc27a1;slco1a5	Slc27a1_73000;Slco1a5_76175	26457(0.1516);108096(-0.4635)	9.16406	9.16406	3.78512	7.606969899191138	9.047390718481699	7.605180313753251	6.02374	6.02374	2.5663	4.889558539091234	5.948748079530049	4.888408241025749	18.606305	18.606305	6.85311	16.62152777021565	18.35137804112065	16.61761745580043	0.5	9.16406			14.543;3.78512	9.48118;2.5663	30.3595;6.85311	1	1	1	26457	Slc27a1_73000	14.543	14.543		9.48118	9.48118		30.3595	30.3595		14.543	9.48118	30.3595	1	108096	Slco1a5_76175	3.78512	3.78512		2.5663	2.5663		6.85311	6.85311		3.78512	2.5663	6.85311	0						Linear,1(0.5);Poly 2,1(0.5)	16.621260042828677	34.5158805847168	12.613565444946289	21.902315139770508	6.568137897954679	17.2579402923584	-1.3786623999999996	19.706782399999998	-0.7528423999999996	12.800322399999999	-4.429957199999993	41.64256719999999	CONFLICT	0.5	0.5	0.0	
1047	Transport of mature mRNAs derived from intronless transcripts	34	36	13	12	5	13	12	12	13	4	4	384	32	8567	0.98171	0.067993	0.067993	11.11	18226;18141;19069;103573	nup62;nup50;nup88;xpo1	Nup62_30242;Nup50_60357;Nup88_63395;Xpo1_78569	18226(0.04689)	10.9290025	13.1734	2.73691	5.5225298900073865	12.349736967559945	3.5647185259215415	7.715215000000001	8.31161	1.92014	4.371076064811348	8.078045950282089	2.8169531118787634	16.6793775	18.884349999999998	4.57241	9.528113336648811	17.85872625705219	7.642945496005599	0.5	7.682305	2.5	14.175699999999999	2.73691;14.6323;13.7191;12.6277	1.92014;12.3175;9.27172;7.3515	4.57241;24.2139;24.3764;13.5548	1	3	1	18141	Nup50_60357	14.6323	14.6323		12.3175	12.3175		24.2139	24.2139		14.6323	12.3175	24.2139	3	18226;19069;103573	Nup62_30242;Nup88_63395;Xpo1_78569	9.69457	12.6277	6.050170493192731	6.18112	7.3515	3.8129744468590396	14.167869999999999	13.5548	9.916218840803188	2.73691;13.7191;12.6277	1.92014;9.27172;7.3515	4.57241;24.3764;13.5548	0						Hill,3(0.75);Poly 2,1(0.25)	3.5746265212817447	18.6322181224823	2.2343878746032715	11.273134231567383	4.419063048842341	2.5623480081558228	5.516923207792763	16.34108179220724	3.4315604564848794	11.998869543515122	7.341826430084165	26.016928569915837	DOWN	0.25	0.75	0.0	
1048	Transport of mature transcript to cytoplasm	48	50	15	14	5	15	14	14	15	4	4	384	46	8553	0.93669	0.16843	0.16843	8.0	20382;18226;18141;19069	srsf2;nup62;nup50;nup88	Srsf2_75662,Srsf2_77805;Nup62_30242;Nup50_60357;Nup88_63395	18226(0.04689)	13.0802275	14.175699999999999	2.73691	7.66512625251698	16.566657412595834	6.251056812931212	9.55569	10.79461	1.92014	5.556132638313572	11.599693907598443	4.359998136369414	19.4826025	24.29515	4.57241	9.94284543404746	22.93698786256171	6.323950439305657	1.5	14.175699999999999			21.232599999999998;2.73691;14.6323;13.7191	14.7134;1.92014;12.3175;9.27172	24.767699999999998;4.57241;24.2139;24.3764	3	2	2	20382;18141	Srsf2_75662,Srsf2_77805;Nup50_60357	17.93245	17.93245	4.667116887865565	13.515450000000001	13.515450000000001	1.694157137044837	24.4908	24.4908	0.3915957354209656	21.232599999999998;14.6323	14.7134;12.3175	24.767699999999998;24.2139	2	18226;19069	Nup62_30242;Nup88_63395	8.228005	8.228005	7.765581021279089	5.59593	5.59593	5.198352070435399	14.474405	14.474405	14.003535623550574	2.73691;13.7191	1.92014;9.27172	4.57241;24.3764	0						Hill,4(0.8);Poly 2,1(0.2)	5.787161422175494	40.69342350959778	2.2343878746032715	19.760770797729492	7.423326914915607	4.5738677978515625	5.568403772533361	20.592051227466637	4.1106800144527	15.0006999855473	9.738613974633491	29.226591025366506	CONFLICT	0.5	0.5	0.0	
1049	Transport of fatty acids	3	3	1	1	1	1	1	1	1	1	1	387	2	8597	0.99458	0.12402	0.12402	33.33	26457	slc27a1	Slc27a1_73000	26457(0.1516)	14.543	14.543	14.543		14.543		9.48118	9.48118	9.48118		9.48118		30.3595	30.3595	30.3595		30.3595		0.0	14.543	0.0	14.543	14.543	9.48118	30.3595	1	0	1	26457	Slc27a1_73000	14.543	14.543		9.48118	9.48118		30.3595	30.3595		14.543	9.48118	30.3595	0															0						Linear,1(1)	12.613565444946287	12.613565444946289	12.613565444946289	12.613565444946289	0.0	12.613565444946289	14.543	14.543	9.48118	9.48118	30.3595	30.3595	UP	1.0	0.0	0.0	
105	Modulation of interferon signaling by chaperones	17	22	9	8	2	9	7	7	9	2	2	386	20	8579	0.93303	0.24527	0.24527	9.09	18035;16150	nfkbia;ikbkb	Nfkbia_55629;Ikbkb_67891,Ikbkb_80666		17.442025	17.442025	13.74705	5.225483757629525	17.928500547356077	5.179996485027679	11.56446	11.56446	10.93842	0.8853542585880738	11.646883602775878	0.8776473452423161	22.004875	22.004875	18.52985	4.9144274845855955	22.462392219724368	4.8716479232967425	0.5	17.442025			21.137;13.74705	12.1905;10.93842	25.4799;18.52985	3	0	2	18035;16150	Nfkbia_55629;Ikbkb_67891,Ikbkb_80666	17.442025	17.442025	5.225483757629525	11.56446	11.56446	0.8853542585880738	22.004875	22.004875	4.9144274845855955	21.137;13.74705	12.1905;10.93842	25.4799;18.52985	0															0						Hill,3(1)	9.53811013790542	34.214608669281006	6.240021705627441	21.509580612182617	8.75165948051846	6.465006351470947	10.199874000000001	24.684176	10.3374216	12.7914984	15.193825999999998	28.815924	UP	1.0	0.0	0.0	
1050	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	4	7	2	2	0	2	2	2	2	0	0	388	7	8592	0.73415	1.0	1.0	0.0																														0	0	0															0															0																							
1051	Transport of nucleotide sugars	7	7	2	2	0	2	1	1	2	0	0	388	7	8592	0.73415	1.0	1.0	0.0																														0	0	0															0															0																							
1052	Transport of organic anions	4	10	2	2	1	2	1	1	2	1	1	387	9	8590	0.93348	0.35697	0.35697	10.0	108096	slco1a5	Slco1a5_76175	108096(-0.4635)	3.78512	3.78512	3.78512		3.78512		2.5663	2.5663	2.5663		2.5663		6.85311	6.85311	6.85311		6.85311		0.0	3.78512	0.0	3.78512	3.78512	2.5663	6.85311	0	1	0															1	108096	Slco1a5_76175	3.78512	3.78512		2.5663	2.5663		6.85311	6.85311		3.78512	2.5663	6.85311	0						Poly 2,1(1)	21.902315139770508	21.902315139770508	21.902315139770508	21.902315139770508	0.0	21.902315139770508	3.78512	3.78512	2.5663	2.5663	6.85311	6.85311	DOWN	0.0	1.0	0.0	
1053	Ion transport by P-type ATPases	25	34	6	5	1	6	5	5	6	1	1	387	33	8566	0.56486	0.77762	1.0	2.94	11979	atp7b	Atp7b_57130		7.09319	7.09319	7.09319		7.09319		5.09184	5.09184	5.09184		5.09184		11.229	11.229	11.229		11.229						7.09319	5.09184	11.229	1	0	1	11979	Atp7b_57130	7.09319	7.09319		5.09184	5.09184		11.229	11.229		7.09319	5.09184	11.229	0															0						Linear,1(1)	5.645426273345947	5.645426273345947	5.645426273345947	5.645426273345947	0.0	5.645426273345947	7.09319	7.09319	5.09184	5.09184	11.229	11.229	UP	1.0	0.0	0.0	
1054	ABCA transporters in lipid homeostasis	9	16	2	2	0	2	2	2	2	0	0	388	16	8583	0.49325	1.0	1.0	0.0																														0	0	0															0															0																							
1055	Zinc transporters	12	17	1	1	0	1	1	1	1	0	0	388	17	8582	0.47192	1.0	1.0	0.0																														0	0	0															0															0																							
1056	Hexose transport	32	41	14	13	7	14	13	13	14	6	6	382	35	8564	0.99833	0.007779	0.007779	14.63	15277;15275;231103;18226;18141;19069	hk2;hk1;gckr;nup62;nup50;nup88	Hk2_69990;Hk1_75101;Gckr_67660;Nup62_30242;Nup50_60357;Nup88_63395	15275(-0.2021);231103(-0.1569);18226(0.04689)	8.32621	8.452015	1.96492	5.304311688368246	8.320580424181935	5.552975988847965	6.146693333333334	5.97658	1.41764	4.199216206420749	5.918118414486348	4.036782516003188	14.005273333333333	13.905149999999999	3.05863	9.175952480878847	14.211169818207741	9.869069960441088	1.5	5.48802	3.5	11.192	1.96492;8.23913;8.6649;2.73691;14.6323;13.7191	1.41764;5.84082;6.11234;1.92014;12.3175;9.27172	3.05863;13.4657;14.3446;4.57241;24.2139;24.3764	3	3	3	15277;231103;18141	Hk2_69990;Gckr_67660;Nup50_60357	8.420706666666666	8.6649	6.33721956414115	6.615826666666667	6.11234	5.467344979286868	13.872376666666668	14.3446	10.585537697756939	1.96492;8.6649;14.6323	1.41764;6.11234;12.3175	3.05863;14.3446;24.2139	3	15275;18226;19069	Hk1_75101;Nup62_30242;Nup88_63395	8.231713333333333	8.23913	5.491098756554402	5.67756	5.84082	3.6785081887634834	14.13817	13.4657	9.919106154573607	8.23913;2.73691;13.7191	5.84082;1.92014;9.27172	13.4657;4.57241;24.3764	0						Hill,2(0.34);Linear,2(0.34);Poly 2,2(0.34)	4.251543696923455	29.953452587127686	2.2343878746032715	11.273134231567383	3.364520073996312	3.9746206998825073	4.081876689426904	12.570543310573095	2.7866205717168713	9.506766094949796	6.6629821824883235	21.34756448417834	CONFLICT	0.5	0.5	0.0	
