151	Gamma-secretase-mediated ErbB4 signaling pathway	4	7	2	2	1	2	2	2	2	1	1	636	6	8344	0.91698	0.40238	0.40238	14.29	100042150	nrg2	Nrg2_66539		15.036	15.036	15.036		15.036		10.2158	10.2158	10.2158		10.2158		27.7163	27.7163	27.7163		27.716300000000004		0.0	15.036	0.0	15.036	15.036	10.2158	27.7163	0	1	0															1	100042150	Nrg2_66539	15.036	15.036		10.2158	10.2158		27.7163	27.7163		15.036	10.2158	27.7163	0						Linear,1(1)	4.003298759460449	4.003298759460449	4.003298759460449	4.003298759460449	0.0	4.003298759460449	15.036	15.036	10.2158	10.2158	27.7163	27.7163	DOWN	0.0	1.0	0.0	
1510	Cross-presentation of particulate exogenous antigens (phagosomes)	4	8	2	2	0	2	1	1	2	0	0	637	8	8342	0.55523	1.0	1.0	0.0																														0	0	0															0															0																							
1511	Cyclin A/B1-associated events during G2/M transition	15	16	7	6	4	7	6	6	7	4	4	633	12	8338	0.99601	0.022922	0.022922	25.0	18817;12428;12534;12530	plk1;ccna2;cdk1;cdc25a	Plk1_29780;Ccna2_65309;Cdk1_76534;Cdc25a_32088	18817(0.161);12428(-0.3054);12534(-0.7398);12530(-0.2188)	10.2513175	4.5034849999999995	2.3586	13.062166184678492	4.451122473419841	6.972796638235146	4.8349572499999995	2.5321949999999998	0.865839	5.82533398424247	2.1857997685223935	3.182268152374807	18.5847025	7.771504999999999	5.1024	23.45163924368099	9.263803007534532	12.100586322365386	0.0	2.3586	0.5	2.45758	2.3586;2.55656;29.6397;6.45041	0.865839;1.55247;13.4096;3.51192	8.69198;5.1024;53.6934;6.85103	0	4	0															4	18817;12428;12534;12530	Plk1_29780;Ccna2_65309;Cdk1_76534;Cdc25a_32088	10.2513175	4.5034849999999995	13.062166184678492	4.8349572499999995	2.5321949999999998	5.82533398424247	18.5847025	7.771504999999999	23.45163924368099	2.3586;2.55656;29.6397;6.45041	0.865839;1.55247;13.4096;3.51192	8.69198;5.1024;53.6934;6.85103	0						Exp 4,2(0.5);Exp 5,1(0.25);Power,1(0.25)	1.9002442939388229	7.941351890563965	1.5144460201263428	3.084582805633545	0.7372692978352742	1.6711615324020386	-2.549605360984925	23.052240360984925	-0.8738700545576199	10.543784554557622	-4.3979039588073725	41.567308958807374	DOWN	0.0	1.0	0.0	
1512	ATP-sensitive potassium channels	1	4	1	1	1	1	1	1	1	1	1	636	3	8347	0.97266	0.25481	0.25481	25.0	20927	abcc8	Abcc8_64221		42.1622	42.1622	42.1622		42.1622		24.3073	24.3073	24.3073		24.3073		54.7242	54.7242	54.7242		54.7242		0.0	42.1622	0.0	42.1622	42.1622	24.3073	54.7242	1	0	1	20927	Abcc8_64221	42.1622	42.1622		24.3073	24.3073		54.7242	54.7242		42.1622	24.3073	54.7242	0															0						Power,1(1)	3.785434484481811	3.7854344844818115	3.7854344844818115	3.7854344844818115	0.0	3.7854344844818115	42.1622	42.1622	24.3073	24.3073	54.7242	54.7242	UP	1.0	0.0	0.0	
1513	Cyclin B2-mediated events	5	5	3	2	2	3	2	2	3	2	2	635	3	8347	0.99682	0.043444	0.043444	40.0	12534;12530	cdk1;cdc25a	Cdk1_76534;Cdc25a_32088	12534(-0.7398);12530(-0.2188)	18.045055	18.045055	6.45041	16.397304209901392	12.439922377255561	14.353973732557204	8.46076	8.46076	3.51192	6.998716646014466	6.068370709190097	6.126579931220694	30.272215	30.272215	6.85103	33.1225574738493	18.949846086865296	28.995029539529902	0.0	6.45041	0.0	6.45041	29.6397;6.45041	13.4096;3.51192	53.6934;6.85103	0	2	0															2	12534;12530	Cdk1_76534;Cdc25a_32088	18.045055	18.045055	16.397304209901392	8.46076	8.46076	6.998716646014466	30.272215	30.272215	33.1225574738493	29.6397;6.45041	13.4096;3.51192	53.6934;6.85103	0						Exp 5,1(0.5);Power,1(0.5)	2.161350076628465	4.599028825759888	1.5144460201263428	3.084582805633545	1.1102543684225903	2.299514412879944	-4.680449199999991	40.770559199999994	-1.2389663999999971	18.160486399999996	-15.633307599999998	76.1777376	DOWN	0.0	1.0	0.0	
1514	Cyclin D-associated events in G1	33	36	14	12	4	13	12	11	14	3	3	634	33	8317	0.75044	0.47476	0.73974	8.33	27401;12575;22190	skp2;cdkn1a;ubc	AC139209.1_82371;Cdkn1a_30669;Ubc_56074	27401(-0.07102)	16.457063333333334	19.5202	9.71479	5.847097679706861	16.90502723344948	5.597553209277066	10.850356666666668	12.5854	6.73487	3.578695036969943	11.115252292682928	3.4208041133326796	33.89476666666667	42.4921	16.5361	15.033269948129485	35.093181533101045	14.423595762765244	0.5	14.617495			9.71479;19.5202;20.1362	6.73487;12.5854;13.2308	16.5361;42.4921;42.6561	2	1	2	12575;22190	Cdkn1a_30669;Ubc_56074	19.8282	19.8282	0.43557777721098123	12.908100000000001	12.908100000000001	0.45636671657770894	42.5741	42.5741	0.11596551211525397	19.5202;20.1362	12.5854;13.2308	42.4921;42.6561	1	27401	AC139209.1_82371	9.71479	9.71479		6.73487	6.73487		16.5361	16.5361		9.71479	6.73487	16.5361	0						Exp 2,2(0.67);Linear,1(0.34)	2.358590635246411	7.421835422515869	1.8567662239074707	3.604764461517334	0.9806856315574646	1.9603047370910645	9.840449431394024	23.073677235272644	6.800682002499999	14.900031330833333	16.883020262015034	50.9065130713183	UP	0.6666666666666666	0.3333333333333333	0.0	
1515	Down syndrome cell adhesion molecule (DSCAM) interactions	7	11	2	2	1	2	2	2	2	1	1	636	10	8340	0.8193	0.55477	0.55477	9.09	26416	mapk14	Mapk14_31848		26.9493	26.9493	26.9493		26.9493		18.6235	18.6235	18.6235		18.6235		39.1137	39.1137	39.1137		39.1137		0.0	26.9493			26.9493	18.6235	39.1137	0	1	0															1	26416	Mapk14_31848	26.9493	26.9493		18.6235	18.6235		39.1137	39.1137		26.9493	18.6235	39.1137	0						Hill,1(1)	1.592160940170288	1.592160940170288	1.592160940170288	1.592160940170288	0.0	1.592160940170288	26.9493	26.9493	18.6235	18.6235	39.1137	39.1137	DOWN	0.0	1.0	0.0	
1517	Developmental biology	262	409	109	107	28	107	104	102	106	26	26	611	383	7967	0.31873	0.75005	0.62227	6.36	244058;110876;77579;57810;21406;53321;11658;56705;17261;81004;17978;20602;70625;51813;13429;12834;13649;76499;56484;12534;11350;26416;23797;14083;26395;330662	rgma;scn2a;myh10;cdon;tcf12;cntnap1;alcam;ranbp9;mef2d;tbl1xr1;ncoa2;ncor2;med26;ccnc;dnm1;col6a2;egfr;clasp2;foxo3;cdk1;abl1;mapk14;akt3;ptk2;map2k1;dock1	Rgma_63506;Scn2a_69840;Myh10_78907;Cdon_64083;Tcf12_63525;Cntnap1_57738;Alcam_79961;Ranbp9_64382;Mef2d_61011;Tbl1xr1_67830;Ncoa2_65934;Ncor2_29294,Ncor2_31924;Med26_60654;Ccnc_32038;Dnm1_69442;Col6a2_31834;Egfr_66734;Clasp2_66847;Foxo3_69633,Foxo3_80464;Cdk1_76534;Abl1_71120;Mapk14_31848;Akt3_31925;Ptk2_31747;Map2k1_71481;Dock1_73668	21406(-0.4989);11658(0.1599);56705(-0.04445);81004(-0.363);17978(-0.2114);20602(0.2191);13429(-0.1393);12834(0.2487);13649(0.4645);56484(-0.5036);12534(-0.7398);11350(-0.2314);14083(-0.4945)	10.873980923076923	11.451535	0.768764	8.438172000455628	10.081394569698821	7.2551830372794965	6.697731653846154	8.045797499999999	0.431095	5.20103276342304	6.282265235977566	4.474928340824905	21.796355384615385	19.402	1.68162	16.047888606467637	19.614970170622207	13.475915444789186	19.5	16.5262			4.66979;14.0709;8.32207;1.60487;2.55789;1.93709;5.28094;0.768764;23.2931;12.1665;13.0773;14.24837;3.33475;1.63893;15.2346;17.8178;2.20277;4.34663;11.30367;29.6397;21.7009;26.9493;12.2674;3.39777;19.2923;11.5994	2.5058;8.35597;6.04833;0.946289;1.18204;0.520977;3.36895;0.431095;14.3503;8.41974;9.07878;8.85364;1.45258;0.805907;10.3275;11.5564;1.00212;2.13815;8.080365;13.4096;12.0031;18.6235;8.40845;1.78781;12.4724;8.01123	11.1061;32.6056;12.8551;3.36503;7.80215;7.42642;11.6417;1.68162;60.5165;21.1071;22.698;35.53725;11.3347;4.48985;28.2654;37.2886;6.8387;12.0035;18.682499999999997;53.6934;36.7131;39.1137;21.6951;6.52362;41.599;20.1215	7	21	6	56705;17261;70625;76499;56484;26395	Ranbp9_64382;Mef2d_61011;Med26_60654;Clasp2_66847;Foxo3_69633,Foxo3_80464;Map2k1_71481	10.389869	7.825150000000001	9.224345866813863	6.4874816666666675	5.1092575	6.018756966502856	24.302970000000002	15.343	22.241135567857135	0.768764;23.2931;3.33475;4.34663;11.30367;19.2923	0.431095;14.3503;1.45258;2.13815;8.080365;12.4724	1.68162;60.5165;11.3347;12.0035;18.682499999999997;41.599	20	244058;110876;77579;57810;21406;53321;11658;81004;17978;20602;51813;13429;12834;13649;12534;11350;26416;23797;14083;330662	Rgma_63506;Scn2a_69840;Myh10_78907;Cdon_64083;Tcf12_63525;Cntnap1_57738;Alcam_79961;Tbl1xr1_67830;Ncoa2_65934;Ncor2_29294,Ncor2_31924;Ccnc_32038;Dnm1_69442;Col6a2_31834;Egfr_66734;Cdk1_76534;Abl1_71120;Mapk14_31848;Akt3_31925;Ptk2_31747;Dock1_73668	11.019214499999999	11.88295	8.438002514991629	6.760806649999999	8.183599999999998	5.103128909128175	21.044371	20.6143	14.356402111448357	4.66979;14.0709;8.32207;1.60487;2.55789;1.93709;5.28094;12.1665;13.0773;14.24837;1.63893;15.2346;17.8178;2.20277;29.6397;21.7009;26.9493;12.2674;3.39777;11.5994	2.5058;8.35597;6.04833;0.946289;1.18204;0.520977;3.36895;8.41974;9.07878;8.85364;0.805907;10.3275;11.5564;1.00212;13.4096;12.0031;18.6235;8.40845;1.78781;8.01123	11.1061;32.6056;12.8551;3.36503;7.80215;7.42642;11.6417;21.1071;22.698;35.53725;4.48985;28.2654;37.2886;6.8387;53.6934;36.7131;39.1137;21.6951;6.52362;20.1215	0						Exp 2,6(0.22);Exp 3,1(0.04);Exp 4,9(0.33);Exp 5,1(0.04);Hill,1(0.04);Linear,7(0.25);Poly 2,2(0.08);Power,1(0.04)	2.0882552071597376	62.281771659851074	1.5073484182357788	5.768679618835449	0.9660173129287614	1.9498948454856873	7.630452029570154	14.117509816583695	4.6985190230385445	8.69694428465376	15.627745598983466	27.96496517024731	DOWN	0.23076923076923078	0.7692307692307693	0.0	
1518	Diabetes pathways	105	144	52	52	21	51	48	48	51	19	19	618	125	8225	0.99722	0.0061743	0.0078873	13.19	74126;231997;105785;56494;27362;12282;14583;56453;22027;226641;22433;11370;20336;11911;56529;67398;14828;69048;13191	syvn1;fkbp14;kdelr3;gosr2;dnajb9;hyou1;gfpt1;mbtps1;hsp90b1;atf6;xbp1;acadvl;exoc4;atf4;sec11a;srpr;hspa5;slc30a5;dctn1	Syvn1_80586;Fkbp14_65477;Kdelr3_56063;Gosr2_77441;Dnajb9_77519;Hyou1_29983;Gfpt1_30928;Mbtps1_67068;Hsp90b1_31344;Atf6_30137;Xbp1_31868,Xbp1_72565;Acadvl_29377;Exoc4_73377;Atf4_29798;Sec11a_70425;Srpr_66894;Hspa5_29651;Slc30a5_30122;Dctn1_76416	27362(0.4649);12282(0.4844);14583(-0.09001);56453(0.2833);20336(0.3026);14828(-0.2912);13191(0.365)	9.038058105263158	7.96894	0.406979	6.156308442361821	10.03324489990209	6.457423738093506	5.884962894736842	5.80839	0.174771	3.7150768356478308	6.539180120212541	3.513554706380564	16.26926947368421	12.2245	1.43291	12.841911068572598	17.467241549450613	13.409860639067091	6.5	7.0378525	13.5	10.750499999999999	2.65457;10.1526;7.96894;8.33731;7.71836;9.21333;11.3484;3.89533;11.9105;11.5767;6.7986249999999995;20.1799;0.406979;8.28283;27.5591;6.58339;5.23595;7.27708;4.62321	1.90081;7.25991;5.80839;6.05864;5.63695;6.78051;8.0212;1.57838;8.3706;8.16375;4.934305;12.9083;0.174771;5.90706;14.5441;4.84863;2.8644;5.36484;0.688749	4.22057;16.3207;12.2245;12.8826;11.7837;13.9132;18.7885;6.75473;20.0121;19.2802;10.522689999999999;45.1846;1.43291;11.0888;53.2619;9.85188;8.51664;10.8863;22.1896	18	2	17	74126;231997;105785;56494;27362;12282;14583;22027;226641;22433;11370;11911;56529;67398;14828;69048;13191	Syvn1_80586;Fkbp14_65477;Kdelr3_56063;Gosr2_77441;Dnajb9_77519;Hyou1_29983;Gfpt1_30928;Hsp90b1_31344;Atf6_30137;Xbp1_31868,Xbp1_72565;Acadvl_29377;Atf4_29798;Sec11a_70425;Srpr_66894;Hspa5_29651;Slc30a5_30122;Dctn1_76416	9.848282058823528	8.28283	5.969188376861072	6.47418494117647	5.90706	3.458479379200408	17.70167529411765	12.8826	12.803661207010826	2.65457;10.1526;7.96894;8.33731;7.71836;9.21333;11.3484;11.9105;11.5767;6.7986249999999995;20.1799;8.28283;27.5591;6.58339;5.23595;7.27708;4.62321	1.90081;7.25991;5.80839;6.05864;5.63695;6.78051;8.0212;8.3706;8.16375;4.934305;12.9083;5.90706;14.5441;4.84863;2.8644;5.36484;0.688749	4.22057;16.3207;12.2245;12.8826;11.7837;13.9132;18.7885;20.0121;19.2802;10.522689999999999;45.1846;11.0888;53.2619;9.85188;8.51664;10.8863;22.1896	2	56453;20336	Mbtps1_67068;Exoc4_73377	2.1511545	2.1511545	2.4666366472588743	0.8765755	0.8765755	0.9925014420344688	4.09382	4.09382	3.763095010254192	3.89533;0.406979	1.57838;0.174771	6.75473;1.43291	0						Exp 2,3(0.15);Exp 4,3(0.15);Exp 5,2(0.1);Hill,1(0.05);Linear,9(0.45);Poly 2,1(0.05);Power,1(0.05)	2.839401919094038	65.24980843067169	1.5300555229187012	7.402756214141846	1.8865055911471296	2.6165014505386353	6.269844227556731	11.80627198296958	4.214460620610927	7.555465168862758	10.494842027573945	22.04369691979447	UP	0.8947368421052632	0.10526315789473684	0.0	
1519	Disinhibition of SNARE formation	4	5	2	2	0	2	2	2	2	0	0	637	5	8345	0.69234	1.0	1.0	0.0																														0	0	0															0															0																							
152	Skeletal myogenesis control by HDAC and calcium/calmodulin-dependent kinase (CaMK)	17	25	11	11	5	10	11	10	11	4	4	633	21	8329	0.97141	0.09669	0.09669	16.0	17261;22629;26416;16001	mef2d;ywhah;mapk14;igf1r	Mef2d_61011;Ywhah_66373;Mapk14_31848;Igf1r_30022		13.232425	12.45356	1.07328	13.8106478619011	5.752584246197495	10.839768884166963	8.5317425	7.6035705	0.296329	9.35281293462555	3.4745922030892906	7.303434210761935	27.2523625	22.247220000000002	3.99851	27.485169927205444	13.729695874379384	21.35960851205094	0.5	1.34365	1.5	12.45356	23.2931;1.61402;26.9493;1.07328	14.3503;0.856841;18.6235;0.296329	60.5165;3.99851;39.1137;5.38074	1	3	1	17261	Mef2d_61011	23.2931	23.2931		14.3503	14.3503		60.5165	60.5165		23.2931	14.3503	60.5165	3	22629;26416;16001	Ywhah_66373;Mapk14_31848;Igf1r_30022	9.878866666666667	1.61402	14.785901074257643	6.592223333333333	0.856841	10.423159650410442	16.164316666666668	5.38074	19.886761588514947	1.61402;26.9493;1.07328	0.856841;18.6235;0.296329	3.99851;39.1137;5.38074	0						Exp 4,1(0.25);Hill,2(0.5);Linear,1(0.25)	2.097279660072273	8.494568586349487	1.592160940170288	2.4119112491607666	0.365598684891128	2.2452481985092163	-0.3020099046630751	26.76685990466307	-0.6340141759330393	17.69749917593304	0.316895971338667	54.18782902866133	DOWN	0.25	0.75	0.0	
1520	Dissolution of fibrin clot	5	7	3	3	3	1	3	1	2	1	1	636	6	8344	0.91698	0.40238	0.40238	14.29	18816	serpinf2	Serpinf2_60955		4.50709	4.50709	4.50709		4.50709		1.9919	1.9919	1.9919		1.9919		9.40678	9.40678	9.40678		9.40678		0.0	4.50709	0.0	4.50709	4.50709	1.9919	9.40678	1	0	1	18816	Serpinf2_60955	4.50709	4.50709		1.9919	1.9919		9.40678	9.40678		4.50709	1.9919	9.40678	0															0						Hill,1(1)	2.313028573989868	2.313028573989868	2.313028573989868	2.313028573989868	0.0	2.313028573989868	4.50709	4.50709	1.9919	1.9919	9.40678	9.40678	UP	1.0	0.0	0.0	
1521	Dopamine neurotransmitter release cycle	6	12	2	2	2	1	2	1	1	1	1	636	11	8339	0.7928	0.58637	0.58637	8.33	19339	rab3a	Rab3a_29817	19339(0.3481)	25.1407	25.1407	25.1407		25.1407		15.6452	15.6452	15.6452		15.6452		27.2276	27.2276	27.2276		27.2276		0.0	25.1407			25.1407	15.6452	27.2276	0	1	0															1	19339	Rab3a_29817	25.1407	25.1407		15.6452	15.6452		27.2276	27.2276		25.1407	15.6452	27.2276	0						Hill,1(1)	2.1986472606658936	2.1986472606658936	2.1986472606658936	2.1986472606658936	0.0	2.1986472606658936	25.1407	25.1407	15.6452	15.6452	27.2276	27.2276	DOWN	0.0	1.0	0.0	
1522	Dual incision reaction in GG-NER	19	20	7	7	2	7	6	6	7	2	2	635	18	8332	0.83486	0.41961	0.64908	10.0	14884;19891	gtf2h1;rpa2	Gtf2h1_74444;Rpa2_29571,Rpa2_80431	19891(0.478)	16.031378500000002	16.031378500000002	0.798627	21.542363763559106	6.46700891639006	16.766606855823234	10.2399705	10.2399705	0.531581	13.729736099700553	4.144248053557011	10.685971602024905	18.201205	18.201205	1.39636	23.7656397125777	7.649746297658563	18.497001634146446	0.0	0.798627	1.0	31.26413	0.798627;31.26413	0.531581;19.94836	1.39636;35.00605	3	0	2	14884;19891	Gtf2h1_74444;Rpa2_29571,Rpa2_80431	16.031378500000002	16.031378500000002	21.542363763559106	10.2399705	10.2399705	13.729736099700553	18.201205	18.201205	23.7656397125777	0.798627;31.26413	0.531581;19.94836	1.39636;35.00605	0															0						Exp 4,1(0.34);Linear,1(0.34);Power,1(0.34)	1.6661625945075529	5.007824420928955	1.5288292169570923	1.7589836120605469	0.1231804668180569	1.720011591911316	-13.824814439999997	45.88757144	-8.788472919999998	29.26841392	-14.736291199999997	51.1387012	UP	1.0	0.0	0.0	
1523	Dual incision reaction in TC-NER	25	27	7	7	1	7	7	7	7	1	1	636	26	8324	0.41999	0.86303	1.0	3.7	14884	gtf2h1	Gtf2h1_74444		0.798627	0.798627	0.798627		0.798627		0.531581	0.531581	0.531581		0.531581		1.39636	1.39636	1.39636		1.39636						0.798627	0.531581	1.39636	1	0	1	14884	Gtf2h1_74444	0.798627	0.798627		0.531581	0.531581		1.39636	1.39636		0.798627	0.531581	1.39636	0															0						Exp 4,1(1)	1.720011591911316	1.720011591911316	1.720011591911316	1.720011591911316	0.0	1.720011591911316	0.798627	0.798627	0.531581	0.531581	1.39636	1.39636	UP	1.0	0.0	0.0	
1525	Cytochrome P450 metabolism of eicosanoids	3	5	1	1	0	1	1	1	1	0	0	637	5	8345	0.69234	1.0	1.0	0.0																														0	0	0															0															0																							
1526	Acetylcholine neurotransmitter release cycle	4	11	2	2	2	1	2	1	1	1	1	636	10	8340	0.8193	0.55477	0.55477	9.09	19339	rab3a	Rab3a_29817	19339(0.3481)	25.1407	25.1407	25.1407		25.1407		15.6452	15.6452	15.6452		15.6452		27.2276	27.2276	27.2276		27.2276		0.0	25.1407			25.1407	15.6452	27.2276	0	1	0															1	19339	Rab3a_29817	25.1407	25.1407		15.6452	15.6452		27.2276	27.2276		25.1407	15.6452	27.2276	0						Hill,1(1)	2.1986472606658936	2.1986472606658936	2.1986472606658936	2.1986472606658936	0.0	2.1986472606658936	25.1407	25.1407	15.6452	15.6452	27.2276	27.2276	DOWN	0.0	1.0	0.0	
1527	Elevation of cytosolic calcium levels	5	9	2	2	0	2	2	2	2	0	0	637	9	8341	0.51584	1.0	1.0	0.0																														0	0	0															0															0																							
1528	Cytochrome P450 metabolism of endogenous sterols	4	15	2	2	1	1	2	1	1	0	0	637	15	8335	0.33166	1.0	0.61984	0.0																														0	0	0															0															0																							
1529	Endosomal/vacuolar pathway	6	19	2	2	1	2	2	2	2	1	1	636	18	8332	0.60584	0.75298	1.0	5.26	14972	h2-k1	H2-K1_74158	14972(-0.2044)	12.7787	12.7787	12.7787		12.7787		8.89976	8.89976	8.89976		8.89976		21.9909	21.9909	21.9909		21.9909		0.0	12.7787			12.7787	8.89976	21.9909	1	0	1	14972	H2-K1_74158	12.7787	12.7787		8.89976	8.89976		21.9909	21.9909		12.7787	8.89976	21.9909	0															0						Linear,1(1)	2.120284080505371	2.120284080505371	2.120284080505371	2.120284080505371	0.0	2.120284080505371	12.7787	12.7787	8.89976	8.89976	21.9909	21.9909	UP	1.0	0.0	0.0	
153	Keratinocyte differentiation	49	57	20	20	8	20	19	19	20	8	8	629	49	8301	0.98207	0.046415	0.061349	14.04	20683;13649;26416;16151;18035;16476;14102;26395	sp1;egfr;mapk14;ikbkg;nfkbia;jun;fas;map2k1	Sp1_69023;Egfr_66734;Mapk14_31848;Ikbkg_80620;Nfkbia_29762;Jun_29880,Jun_77116;Fas_30425;Map2k1_71481	20683(0.4994);13649(0.4645);16151(0.3827)	14.296086250000002	16.701925000000003	2.20277	9.148045885218076	13.978342567308681	9.325680081406327	9.435063750000001	11.113624999999999	1.00212	6.2561099162839815	9.027810801318365	6.2520183959428435	25.7747475	24.62605	6.51398	16.8610288801906	27.87058435225049	19.893281651768046	1.5	5.220135	4.5	18.703375	2.61359;2.20277;26.9493;22.0802;7.82668;18.11445;15.2894;19.2923	1.26016;1.00212;18.6235;14.1839;5.71118;11.514949999999999;10.7123;12.4724	6.51398;6.8387;39.1137;50.9069;11.9736;22.697499999999998;26.5546;41.599	7	2	6	20683;16151;18035;16476;14102;26395	Sp1_69023;Ikbkg_80620;Nfkbia_29762;Jun_29880,Jun_77116;Fas_30425;Map2k1_71481	14.202770000000001	16.701925000000003	7.475330641056622	9.309148333333335	11.113624999999999	4.864881289990196	26.707596666666664	24.62605	17.019619679442506	2.61359;22.0802;7.82668;18.11445;15.2894;19.2923	1.26016;14.1839;5.71118;11.514949999999999;10.7123;12.4724	6.51398;50.9069;11.9736;22.697499999999998;26.5546;41.599	2	13649;26416	Egfr_66734;Mapk14_31848	14.576035000000001	14.576035000000001	17.498439173836335	9.81281	9.81281	12.460197291865004	22.976200000000002	22.976200000000002	22.821871362795818	2.20277;26.9493	1.00212;18.6235	6.8387;39.1137	0						Exp 2,2(0.23);Exp 4,2(0.23);Hill,2(0.23);Linear,3(0.34)	3.114650413318432	42.686453461647034	1.5822020769119263	20.92448616027832	6.205038988580371	2.3706490993499756	7.956813875557475	20.635358624442524	5.099800759260247	13.770326740739751	14.090650598214305	37.45884440178569	UP	0.75	0.25	0.0	
1531	Activated AMPK stimulation of fatty-acid oxidation in muscle	16	18	6	6	5	6	6	6	6	5	5	632	13	8337	0.9989	0.006946	0.006946	27.78	108099;108097;19079;20869;227154	prkag2;prkab2;prkab1;stk11;stradb	Prkag2_78622;Prkab2_31140;Prkab1_31491;Stk11_65389;Stradb_71650	108099(-0.2311);108097(0.2294);19079(-0.1823)	11.066054400000002	12.6805	0.464472	6.344217965202389	9.128258980179469	7.5589953691041005	7.453570600000001	8.51646	0.111423	4.396538194292959	6.1669395867764525	5.29404359511013	20.80238	23.3966	2.9261	10.990971589309114	17.294005724287544	12.632169002669478	0.0	0.464472	0.5	5.510486	10.5565;0.464472;16.3815;15.2473;12.6805	7.08757;0.111423;10.9601;10.5923;8.51646	19.1564;2.9261;31.6037;26.9291;23.3966	2	3	2	19079;20869	Prkab1_31491;Stk11_65389	15.8144	15.8144	0.8020005112217785	10.7762	10.7762	0.26007387412048344	29.266399999999997	29.266399999999997	3.305441359334682	16.3815;15.2473	10.9601;10.5923	31.6037;26.9291	3	108099;108097;227154	Prkag2_78622;Prkab2_31140;Stradb_71650	7.900490666666667	10.5565	6.526762153492443	5.238484333333333	7.08757	4.497276964435962	15.1597	19.1564	10.804654123571009	10.5565;0.464472;12.6805	7.08757;0.111423;8.51646	19.1564;2.9261;23.3966	0						Exp 2,3(0.6);Hill,1(0.2);Linear,1(0.2)	2.1905269072455456	11.337809324264526	1.5439412593841553	3.3375282287597656	0.6845187698086718	2.169365882873535	5.5051021673669664	16.627006632633034	3.5998349588996117	11.307306241100388	11.168368631914086	30.436391368085914	DOWN	0.4	0.6	0.0	
